country,percent_consumption,percent_net_exports,percent_government,percent_investment,sum
Antigua and Barbuda,0.8087268586263643,0.011184695815084647,0.1519723117281418,0.22579569562569796,1.1976795617952887
Bahamas,0.47181309957033535,-0.00811153678146439,0.09942755849226599,0.2123592435202433,0.7754883648013803
Barbados,0.601427439797682,0.041648759950804276,0.11785185988541463,0.13052475562435037,0.8914528152582514
Belize,0.45408825567938615,-0.044773445604411495,0.07586481461601924,0.25583626775587254,0.7410158924468664
Cabo Verde,0.7093100178709545,-0.3910269265131995,0.14514529162996673,0.49847244487536024,0.961900827863082
Comoros,0.7790917416765821,-0.3583116637825242,0.3054044221422372,0.2514570880173589,0.977641588053654
Cook Islands,-0.3014168401954781,0.909042595778802,0.42678977376873506,-0.09813484036449355,0.9362806889875654
Cuba,0.5487126852575359,-0.11547261423915073,0.317142056562069,0.25330718732403334,1.0036893149044874
Dominica,0.7856430219687965,-0.21693048244759403,0.12838699739273118,0.16830494655482892,0.8654044834687626
Dominican Republic,0.7418630362324518,-0.0481854631096898,0.04514447825288831,0.2572669336619121,0.9960889850375624
Fiji,0.6076136959075409,-0.2068605166616413,0.17355320432838556,0.3364182176009738,0.910724601175259
Grenada,0.6302169496227965,-0.19120099011517475,0.221474332858739,0.40833178136277737,1.068822073729138
Guinea-Bissau,0.9051888925670366,-0.10046460703289187,0.09207264199994313,0.019959093123560638,0.9167560206576485
Haiti,0.8946552668007037,-0.15446639545418556,0.11404768382480163,0.16936538334714069,1.0236019385184605
Jamaica,0.6479170183082966,-0.034964186673534126,0.1876954040729545,0.11442462382404717,0.9150728595317642
Kiribati,0.2645333384881051,0.5691390373977934,0.13178497597342909,0.1231316978342894,1.088589049693617
Maldives,0.4917203586477894,0.1571044906879998,0.13657100720748422,0.20403466920578933,0.9894305257490628
Marshall Islands,0.756220761555648,-0.23145145115202376,0.5981039460474913,0.15344910031287343,1.276322356763989
Mauritius,0.6133312217635535,-0.19731344333884943,0.12462962422831822,0.3218830643527089,0.8625304670057312
Micronesia (Federated States of),0.752383145628527,-0.6133315697889619,0.5226285679968559,0.33832004336782673,1.0000001872042477
Nauru,1.4889838416183312,-1.4139790811761472,0.5380218607508171,0.33531313930220896,0.9483397604952101
Palau,0.9537514796161086,-0.4366179270076612,0.3752880028932505,0.12979822045902323,1.0222197759607212
Papua New Guinea,0.41112622782672925,0.2598003919424199,0.19814758216916856,0.20458736087952364,1.0736615628178414
Samoa,0.863813158932612,-0.32477113600335555,0.26051035222597735,0.196484325198984,0.9960367003542179
Sao Tome and Principe,0.770998234389366,-0.11671054060832406,0.11343412016634645,0.1341190020877585,0.9018408160351469
Seychelles,0.2492763493790014,-0.08020030482617178,0.4278810403587304,0.3841151008376651,0.9810721857492251
Solomon Islands,0.4126193920205098,0.20569946175053988,0.16286223987474882,0.20710764529919196,0.9882887389449904
Suriname,0.446177151454505,-0.02292939612688351,0.36636594491910274,0.6465165853931293,1.4361302856398535
Timor-Leste,NA,NA,NA,NA,NA
Tonga,0.8896660955448901,-0.26365271287723124,0.15155310144548248,0.2058418599933563,0.9834083441064976
Trinidad and Tobago,0.4790318485836189,-0.19316502429487498,0.16174639734722496,0.30033497293450634,0.7479481945704752
Tuvalu,0.29510595888854746,-0.6188340802579531,0.61693821424311035,0.7108545032274161,1.0040645961011208
Vanuatu,0.6766239942188286,-0.20328737792824478,0.37513291848523445,0.21598771667954625,1.0644572514553645
