"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Fiscal Year","Series","Currency","SNA System","Base Year","Value","Value Footnotes"
"Comoros","2.2","Industries","Public administration and defence; compulsory social security","L","2014","100","Comorian franc","1993","2007","37868000000","12"
"Comoros","2.2","Industries","Education","M","2014","100","Comorian franc","1993","2007","9983528724.27069",""
"Comoros","2.2","Industries","Health and social work","N","2014","100","Comorian franc","1993","2007","3841460012.02646",""
"Comoros","2.2","Industries","Other community, social and personal services","O","2014","100","Comorian franc","1993","2007","2641538604.99813",""
"Comoros","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2014","100","Comorian franc","1993","2007","402713000000","1"
"Comoros","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2014","100","Comorian franc","1993","2007","2246000000",""
"Comoros","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2014","100","Comorian franc","1993","2007","19475000000",""
"Comoros","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2014","100","Comorian franc","1993","2007","422187000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2013","100","Comorian franc","1993","2007","123619000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry","A","2013","100","Comorian franc","1993","2007","88910000000",""
"Comoros","2.2","Industries","Agriculture, hunting and related service activities","01","2013","100","Comorian franc","1993","2007","86182000000",""
"Comoros","2.2","Industries","Forestry, logging and related service activities","02","2013","100","Comorian franc","1993","2007","2727900000",""
"Comoros","2.2","Industries","Fishing","B","2013","100","Comorian franc","1993","2007","34709000000",""
"Comoros","2.2","Industries","Mining and quarrying","C","2013","100","Comorian franc","1993","2007","3732000000",""
"Comoros","2.2","Industries","Manufacturing","D","2013","100","Comorian franc","1993","2007","29677000000",""
"Comoros","2.2","Industries","Electricity, gas and  water supply","E","2013","100","Comorian franc","1993","2007","3762000000",""
"Comoros","2.2","Industries","Construction","F","2013","100","Comorian franc","1993","2007","8899000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2013","100","Comorian franc","1993","2007","83043000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2013","100","Comorian franc","1993","2007","73694000000",""
"Comoros","2.2","Industries","Hotels and restaurants","H","2013","100","Comorian franc","1993","2007","9349000000",""
"Comoros","2.2","Industries","Transport, storage and communications","I","2013","100","Comorian franc","1993","2007","33372000000",""
"Comoros","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2013","100","Comorian franc","1993","2007","11582000000",""
"Comoros","2.2","Industries","Post and telecommunications","64","2013","100","Comorian franc","1993","2007","21789000000",""
"Comoros","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2013","100","Comorian franc","1993","2007","71386000000",""
"Comoros","2.2","Industries","Financial intermediation","J","2013","100","Comorian franc","1993","2007","8380000000",""
"Comoros","2.2","Industries","Real estate, renting and business activities","K","2013","100","Comorian franc","1993","2007","63006000000",""
"Comoros","2.2","Industries","Public administration and defence; compulsory social security","L","2013","100","Comorian franc","1993","2007","34512000000","12"
"Comoros","2.2","Industries","Education","M","2013","100","Comorian franc","1993","2007","9536670000",""
"Comoros","2.2","Industries","Health and social work","N","2013","100","Comorian franc","1993","2007","3327640000",""
"Comoros","2.2","Industries","Other community, social and personal services","O","2013","100","Comorian franc","1993","2007","2424360000",""
"Comoros","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2013","100","Comorian franc","1993","2007","388021000000","1"
"Comoros","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2013","100","Comorian franc","1993","2007","3980000000",""
"Comoros","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","100","Comorian franc","1993","2007","18336000000",""
"Comoros","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2013","100","Comorian franc","1993","2007","406357000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2012","100","Comorian franc","1993","2007","108883000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry","A","2012","100","Comorian franc","1993","2007","81837000000",""
"Comoros","2.2","Industries","Agriculture, hunting and related service activities","01","2012","100","Comorian franc","1993","2007","78851000000",""
"Comoros","2.2","Industries","Forestry, logging and related service activities","02","2012","100","Comorian franc","1993","2007","2985930000",""
"Comoros","2.2","Industries","Fishing","B","2012","100","Comorian franc","1993","2007","27045000000",""
"Comoros","2.2","Industries","Mining and quarrying","C","2012","100","Comorian franc","1993","2007","4320000000",""
"Comoros","2.2","Industries","Manufacturing","D","2012","100","Comorian franc","1993","2007","26829000000",""
"Comoros","2.2","Industries","Electricity, gas and  water supply","E","2012","100","Comorian franc","1993","2007","3916000000",""
"Comoros","2.2","Industries","Construction","F","2012","100","Comorian franc","1993","2007","7870000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2012","100","Comorian franc","1993","2007","77006000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2012","100","Comorian franc","1993","2007","68769000000",""
"Comoros","2.2","Industries","Hotels and restaurants","H","2012","100","Comorian franc","1993","2007","8237000000",""
"Comoros","2.2","Industries","Transport, storage and communications","I","2012","100","Comorian franc","1993","2007","29347000000",""
"Comoros","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2012","100","Comorian franc","1993","2007","9969000000",""
"Comoros","2.2","Industries","Post and telecommunications","64","2012","100","Comorian franc","1993","2007","19378000000",""
"Comoros","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2012","100","Comorian franc","1993","2007","67139000000",""
"Comoros","2.2","Industries","Financial intermediation","J","2012","100","Comorian franc","1993","2007","8149000000",""
"Comoros","2.2","Industries","Real estate, renting and business activities","K","2012","100","Comorian franc","1993","2007","58990000000",""
"Comoros","2.2","Industries","Public administration and defence; compulsory social security","L","2012","100","Comorian franc","1993","2007","34931000000","12"
"Comoros","2.2","Industries","Education","M","2012","100","Comorian franc","1993","2007","9781770000",""
"Comoros","2.2","Industries","Health and social work","N","2012","100","Comorian franc","1993","2007","3431920000",""
"Comoros","2.2","Industries","Other community, social and personal services","O","2012","100","Comorian franc","1993","2007","2556390000",""
"Comoros","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2012","100","Comorian franc","1993","2007","356357000000","1"
"Comoros","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2012","100","Comorian franc","1993","2007","3883000000",""
"Comoros","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2012","100","Comorian franc","1993","2007","16696000000",""
"Comoros","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2012","100","Comorian franc","1993","2007","373053000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2011","100","Comorian franc","1993","2007","104604000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry","A","2011","100","Comorian franc","1993","2007","77716000000",""
"Comoros","2.2","Industries","Agriculture, hunting and related service activities","01","2011","100","Comorian franc","1993","2007","74530000000",""
"Comoros","2.2","Industries","Forestry, logging and related service activities","02","2011","100","Comorian franc","1993","2007","3186150000",""
"Comoros","2.2","Industries","Fishing","B","2011","100","Comorian franc","1993","2007","26887000000",""
"Comoros","2.2","Industries","Mining and quarrying","C","2011","100","Comorian franc","1993","2007","4228000000",""
"Comoros","2.2","Industries","Manufacturing","D","2011","100","Comorian franc","1993","2007","25472000000",""
"Comoros","2.2","Industries","Electricity, gas and  water supply","E","2011","100","Comorian franc","1993","2007","3844000000",""
"Comoros","2.2","Industries","Construction","F","2011","100","Comorian franc","1993","2007","7374000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2011","100","Comorian franc","1993","2007","69815000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2011","100","Comorian franc","1993","2007","62370000000",""
"Comoros","2.2","Industries","Hotels and restaurants","H","2011","100","Comorian franc","1993","2007","7445000000",""
"Comoros","2.2","Industries","Transport, storage and communications","I","2011","100","Comorian franc","1993","2007","26594000000",""
"Comoros","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2011","100","Comorian franc","1993","2007","9976000000",""
"Comoros","2.2","Industries","Post and telecommunications","64","2011","100","Comorian franc","1993","2007","16618000000",""
"Comoros","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2011","100","Comorian franc","1993","2007","62803000000",""
"Comoros","2.2","Industries","Financial intermediation","J","2011","100","Comorian franc","1993","2007","6607000000",""
"Comoros","2.2","Industries","Real estate, renting and business activities","K","2011","100","Comorian franc","1993","2007","56197000000",""
"Comoros","2.2","Industries","Public administration and defence; compulsory social security","L","2011","100","Comorian franc","1993","2007","34360000000","12"
"Comoros","2.2","Industries","Education","M","2011","100","Comorian franc","1993","2007","9501150000",""
"Comoros","2.2","Industries","Health and social work","N","2011","100","Comorian franc","1993","2007","3341090000",""
"Comoros","2.2","Industries","Other community, social and personal services","O","2011","100","Comorian franc","1993","2007","2362170000",""
"Comoros","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2011","100","Comorian franc","1993","2007","336216000000","1"
"Comoros","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2011","100","Comorian franc","1993","2007","2878000000",""
"Comoros","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2011","100","Comorian franc","1993","2007","14693000000",""
"Comoros","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2011","100","Comorian franc","1993","2007","350909000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2010","100","Comorian franc","1993","2007","98505000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry","A","2010","100","Comorian franc","1993","2007","73882000000",""
"Comoros","2.2","Industries","Agriculture, hunting and related service activities","01","2010","100","Comorian franc","1993","2007","71014000000",""
"Comoros","2.2","Industries","Forestry, logging and related service activities","02","2010","100","Comorian franc","1993","2007","2868570000",""
"Comoros","2.2","Industries","Fishing","B","2010","100","Comorian franc","1993","2007","24623000000",""
"Comoros","2.2","Industries","Mining and quarrying","C","2010","100","Comorian franc","1993","2007","4660000000",""
"Comoros","2.2","Industries","Manufacturing","D","2010","100","Comorian franc","1993","2007","26498000000",""
"Comoros","2.2","Industries","Electricity, gas and  water supply","E","2010","100","Comorian franc","1993","2007","4367000000",""
"Comoros","2.2","Industries","Construction","F","2010","100","Comorian franc","1993","2007","8416000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2010","100","Comorian franc","1993","2007","63667000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2010","100","Comorian franc","1993","2007","56464000000",""
"Comoros","2.2","Industries","Hotels and restaurants","H","2010","100","Comorian franc","1993","2007","7203000000",""
"Comoros","2.2","Industries","Transport, storage and communications","I","2010","100","Comorian franc","1993","2007","19222000000",""
"Comoros","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2010","100","Comorian franc","1993","2007","7373000000",""
"Comoros","2.2","Industries","Post and telecommunications","64","2010","100","Comorian franc","1993","2007","11849000000",""
"Comoros","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2010","100","Comorian franc","1993","2007","59609000000",""
"Comoros","2.2","Industries","Financial intermediation","J","2010","100","Comorian franc","1993","2007","6089000000",""
"Comoros","2.2","Industries","Real estate, renting and business activities","K","2010","100","Comorian franc","1993","2007","53520000000",""
"Comoros","2.2","Industries","Public administration and defence; compulsory social security","L","2010","100","Comorian franc","1993","2007","32581000000","12"
"Comoros","2.2","Industries","Education","M","2010","100","Comorian franc","1993","2007","13101600000",""
"Comoros","2.2","Industries","Health and social work","N","2010","100","Comorian franc","1993","2007","110164000",""
"Comoros","2.2","Industries","Other community, social and personal services","O","2010","100","Comorian franc","1993","2007","1823530000",""
"Comoros","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2010","100","Comorian franc","1993","2007","314823000000","1"
"Comoros","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2010","100","Comorian franc","1993","2007","2702000000",""
"Comoros","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2010","100","Comorian franc","1993","2007","16573000000",""
"Comoros","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2010","100","Comorian franc","1993","2007","331396000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2009","100","Comorian franc","1993","2007","93671000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry","A","2009","100","Comorian franc","1993","2007","72087000000",""
"Comoros","2.2","Industries","Agriculture, hunting and related service activities","01","2009","100","Comorian franc","1993","2007","69563000000",""
"Comoros","2.2","Industries","Forestry, logging and related service activities","02","2009","100","Comorian franc","1993","2007","2524000000",""
"Comoros","2.2","Industries","Fishing","B","2009","100","Comorian franc","1993","2007","21584000000",""
"Comoros","2.2","Industries","Mining and quarrying","C","2009","100","Comorian franc","1993","2007","3706000000",""
"Comoros","2.2","Industries","Manufacturing","D","2009","100","Comorian franc","1993","2007","22598000000",""
"Comoros","2.2","Industries","Electricity, gas and  water supply","E","2009","100","Comorian franc","1993","2007","2196000000",""
"Comoros","2.2","Industries","Construction","F","2009","100","Comorian franc","1993","2007","7981000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2009","100","Comorian franc","1993","2007","63485000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2009","100","Comorian franc","1993","2007","56005000000",""
"Comoros","2.2","Industries","Hotels and restaurants","H","2009","100","Comorian franc","1993","2007","7480000000",""
"Comoros","2.2","Industries","Transport, storage and communications","I","2009","100","Comorian franc","1993","2007","16397000000",""
"Comoros","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2009","100","Comorian franc","1993","2007","5947000000",""
"Comoros","2.2","Industries","Post and telecommunications","64","2009","100","Comorian franc","1993","2007","10450000000",""
"Comoros","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2009","100","Comorian franc","1993","2007","56871000000",""
"Comoros","2.2","Industries","Financial intermediation","J","2009","100","Comorian franc","1993","2007","6249000000",""
"Comoros","2.2","Industries","Real estate, renting and business activities","K","2009","100","Comorian franc","1993","2007","50622000000",""
"Comoros","2.2","Industries","Public administration and defence; compulsory social security","L","2009","100","Comorian franc","1993","2007","36561000000","12"
"Comoros","2.2","Industries","Education","M","2009","100","Comorian franc","1993","2007","12855000000",""
"Comoros","2.2","Industries","Health and social work","N","2009","100","Comorian franc","1993","2007","2853000000",""
"Comoros","2.2","Industries","Other community, social and personal services","O","2009","100","Comorian franc","1993","2007","2565000000",""
"Comoros","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2009","100","Comorian franc","1993","2007","300940000000","1"
"Comoros","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2009","100","Comorian franc","1993","2007","2526000000",""
"Comoros","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2009","100","Comorian franc","1993","2007","15274000000",""
"Comoros","2.2","Industries","Plus: Taxes on products","D.21","2009","100","Comorian franc","1993","2007","15274000000",""
"Comoros","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2009","100","Comorian franc","1993","2007","316214000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2008","100","Comorian franc","1993","2007","84525000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry","A","2008","100","Comorian franc","1993","2007","66009000000",""
"Comoros","2.2","Industries","Agriculture, hunting and related service activities","01","2008","100","Comorian franc","1993","2007","63603000000",""
"Comoros","2.2","Industries","Forestry, logging and related service activities","02","2008","100","Comorian franc","1993","2007","2406000000",""
"Comoros","2.2","Industries","Fishing","B","2008","100","Comorian franc","1993","2007","18516000000",""
"Comoros","2.2","Industries","Mining and quarrying","C","2008","100","Comorian franc","1993","2007","4583000000",""
"Comoros","2.2","Industries","Manufacturing","D","2008","100","Comorian franc","1993","2007","23210000000",""
"Comoros","2.2","Industries","Electricity, gas and  water supply","E","2008","100","Comorian franc","1993","2007","2332000000",""
"Comoros","2.2","Industries","Construction","F","2008","100","Comorian franc","1993","2007","7418000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2008","100","Comorian franc","1993","2007","62156000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2008","100","Comorian franc","1993","2007","55880000000",""
"Comoros","2.2","Industries","Hotels and restaurants","H","2008","100","Comorian franc","1993","2007","6276000000",""
"Comoros","2.2","Industries","Transport, storage and communications","I","2008","100","Comorian franc","1993","2007","18161000000",""
"Comoros","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2008","100","Comorian franc","1993","2007","5827000000",""
"Comoros","2.2","Industries","Post and telecommunications","64","2008","100","Comorian franc","1993","2007","12334000000",""
"Comoros","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2008","100","Comorian franc","1993","2007","52796000000",""
"Comoros","2.2","Industries","Financial intermediation","J","2008","100","Comorian franc","1993","2007","5732000000",""
"Comoros","2.2","Industries","Real estate, renting and business activities","K","2008","100","Comorian franc","1993","2007","47064000000",""
"Comoros","2.2","Industries","Public administration and defence; compulsory social security","L","2008","100","Comorian franc","1993","2007","32737000000","12"
"Comoros","2.2","Industries","Education","M","2008","100","Comorian franc","1993","2007","5568000000",""
"Comoros","2.2","Industries","Health and social work","N","2008","100","Comorian franc","1993","2007","2545000000",""
"Comoros","2.2","Industries","Other community, social and personal services","O","2008","100","Comorian franc","1993","2007","1917000000",""
"Comoros","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2008","100","Comorian franc","1993","2007","285492000000","1"
"Comoros","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2008","100","Comorian franc","1993","2007","2426000000",""
"Comoros","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2008","100","Comorian franc","1993","2007","11459000000",""
"Comoros","2.2","Industries","Plus: Taxes on products","D.21","2008","100","Comorian franc","1993","2007","11459000000",""
"Comoros","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2008","100","Comorian franc","1993","2007","296951000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2007","100","Comorian franc","1993","2007","82708000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry","A","2007","100","Comorian franc","1993","2007","64964000000",""
"Comoros","2.2","Industries","Agriculture, hunting and related service activities","01","2007","100","Comorian franc","1993","2007","62592000000",""
"Comoros","2.2","Industries","Forestry, logging and related service activities","02","2007","100","Comorian franc","1993","2007","2372000000",""
"Comoros","2.2","Industries","Fishing","B","2007","100","Comorian franc","1993","2007","17744000000",""
"Comoros","2.2","Industries","Mining and quarrying","C","2007","100","Comorian franc","1993","2007","4110000000",""
"Comoros","2.2","Industries","Manufacturing","D","2007","100","Comorian franc","1993","2007","22279000000",""
"Comoros","2.2","Industries","Electricity, gas and  water supply","E","2007","100","Comorian franc","1993","2007","2327000000",""
"Comoros","2.2","Industries","Construction","F","2007","100","Comorian franc","1993","2007","6731000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2007","100","Comorian franc","1993","2007","56549000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2007","100","Comorian franc","1993","2007","50639000000",""
"Comoros","2.2","Industries","Hotels and restaurants","H","2007","100","Comorian franc","1993","2007","5910000000",""
"Comoros","2.2","Industries","Transport, storage and communications","I","2007","100","Comorian franc","1993","2007","18517000000",""
"Comoros","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2007","100","Comorian franc","1993","2007","5624000000",""
"Comoros","2.2","Industries","Post and telecommunications","64","2007","100","Comorian franc","1993","2007","12893000000",""
"Comoros","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2007","100","Comorian franc","1993","2007","50007000000",""
"Comoros","2.2","Industries","Financial intermediation","J","2007","100","Comorian franc","1993","2007","4196000000",""
"Comoros","2.2","Industries","Real estate, renting and business activities","K","2007","100","Comorian franc","1993","2007","45811000000",""
"Comoros","2.2","Industries","Public administration and defence; compulsory social security","L","2007","100","Comorian franc","1993","2007","31589000000","12"
"Comoros","2.2","Industries","Education","M","2007","100","Comorian franc","1993","2007","5001000000",""
"Comoros","2.2","Industries","Health and social work","N","2007","100","Comorian franc","1993","2007","2226000000",""
"Comoros","2.2","Industries","Other community, social and personal services","O","2007","100","Comorian franc","1993","2007","1762000000",""
"Comoros","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2007","100","Comorian franc","1993","2007","273247000000","1"
"Comoros","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2007","100","Comorian franc","1993","2007","1570000000",""
"Comoros","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2007","100","Comorian franc","1993","2007","12380000000",""
"Comoros","2.2","Industries","Plus: Taxes on products","D.21","2007","100","Comorian franc","1993","2007","12380000000",""
"Comoros","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2007","100","Comorian franc","1993","2007","285627000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2006","100","Comorian franc","1993","2007","120412000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry","A","2006","100","Comorian franc","1993","2007","103069000000",""
"Comoros","2.2","Industries","Agriculture, hunting and related service activities","01","2006","100","Comorian franc","1993","2007","100751000000",""
"Comoros","2.2","Industries","Forestry, logging and related service activities","02","2006","100","Comorian franc","1993","2007","2318000000",""
"Comoros","2.2","Industries","Fishing","B","2006","100","Comorian franc","1993","2007","17343000000",""
"Comoros","2.2","Industries","Mining and quarrying","C","2006","100","Comorian franc","1993","2007","4438000000",""
"Comoros","2.2","Industries","Manufacturing","D","2006","100","Comorian franc","1993","2007","24189000000",""
"Comoros","2.2","Industries","Electricity, gas and  water supply","E","2006","100","Comorian franc","1993","2007","2600000000",""
"Comoros","2.2","Industries","Construction","F","2006","100","Comorian franc","1993","2007","6783000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2006","100","Comorian franc","1993","2007","57010000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2006","100","Comorian franc","1993","2007","52928000000",""
"Comoros","2.2","Industries","Hotels and restaurants","H","2006","100","Comorian franc","1993","2007","4082000000",""
"Comoros","2.2","Industries","Transport, storage and communications","I","2006","100","Comorian franc","1993","2007","19404000000",""
"Comoros","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2006","100","Comorian franc","1993","2007","5894000000",""
"Comoros","2.2","Industries","Post and telecommunications","64","2006","100","Comorian franc","1993","2007","13510000000",""
"Comoros","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2006","100","Comorian franc","1993","2007","63066000000",""
"Comoros","2.2","Industries","Financial intermediation","J","2006","100","Comorian franc","1993","2007","4124000000",""
"Comoros","2.2","Industries","Real estate, renting and business activities","K","2006","100","Comorian franc","1993","2007","58942000000",""
"Comoros","2.2","Industries","Public administration and defence; compulsory social security","L","2006","100","Comorian franc","1993","2007","22775000000",""
"Comoros","2.2","Industries","Education; health and social work; other community, social and personal services","M+N+O","2006","100","Comorian franc","1993","2007","9048000000",""
"Comoros","2.2","Industries","Education","M","2006","100","Comorian franc","1993","2007","5038000000",""
"Comoros","2.2","Industries","Health and social work","N","2006","100","Comorian franc","1993","2007","2244000000",""
"Comoros","2.2","Industries","Other community, social and personal services","O","2006","100","Comorian franc","1993","2007","1766000000",""
"Comoros","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2006","100","Comorian franc","1993","2007","328142000000","1"
"Comoros","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2006","100","Comorian franc","1993","2007","1583000000",""
"Comoros","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2006","100","Comorian franc","1993","2007","12278000000",""
"Comoros","2.2","Industries","Plus: Taxes on products","D.21","2006","100","Comorian franc","1993","2007","12278000000",""
"Comoros","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2006","100","Comorian franc","1993","2007","340420000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2005","100","Comorian franc","1993","2007","117351000000",""
"Comoros","2.2","Industries","Agriculture, hunting, forestry","A","2005","100","Comorian franc","1993","2007","100448000000",""
"Comoros","2.2","Industries","Agriculture, hunting and related service activities","01","2005","100","Comorian franc","1993","2007","98188000000",""
"Comoros","2.2","Industries","Forestry, logging and related service activities","02","2005","100","Comorian franc","1993","2007","2260000000",""
"Comoros","2.2","Industries","Fishing","B","2005","100","Comorian franc","1993","2007","16903000000",""
"Comoros","2.2","Industries","Mining and quarrying","C","2005","100","Comorian franc","1993","2007","4310000000",""
"Comoros","2.2","Industries","Manufacturing","D","2005","100","Comorian franc","1993","2007","23472000000",""
"Comoros","2.2","Industries","Electricity, gas and  water supply","E","2005","100","Comorian franc","1993","2007","2548000000",""
"Comoros","2.2","Industries","Construction","F","2005","100","Comorian franc","1993","2007","6581000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2005","100","Comorian franc","1993","2007","55202000000",""
"Comoros","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2005","100","Comorian franc","1993","2007","51252000000",""
"Comoros","2.2","Industries","Hotels and restaurants","H","2005","100","Comorian franc","1993","2007","3950000000",""
"Comoros","2.2","Industries","Transport, storage and communications","I","2005","100","Comorian franc","1993","2007","18828000000",""
"Comoros","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2005","100","Comorian franc","1993","2007","5721000000",""
"Comoros","2.2","Industries","Post and telecommunications","64","2005","100","Comorian franc","1993","2007","13107000000",""
"Comoros","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2005","100","Comorian franc","1993","2007","61187000000",""
"Comoros","2.2","Industries","Financial intermediation","J","2005","100","Comorian franc","1993","2007","4003000000",""
"Comoros","2.2","Industries","Real estate, renting and business activities","K","2005","100","Comorian franc","1993","2007","57184000000",""
"Comoros","2.2","Industries","Public administration and defence; compulsory social security","L","2005","100","Comorian franc","1993","2007","22642000000",""
"Comoros","2.2","Industries","Education; health and social work; other community, social and personal services","M+N+O","2005","100","Comorian franc","1993","2007","8978000000",""
