"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Fiscal Year","Series","Currency","SNA System","Base Year","Value","Value Footnotes"
"Saint Lucia","2.2","Industries","Agriculture, hunting and related service activities","01","2009","20","EC dollar                               ","1968","2006","82000000",""
"Saint Lucia","2.2","Industries","Forestry, logging and related service activities","02","2009","100","EC dollar","1993","2006","4000000",""
"Saint Lucia","2.2","Industries","Forestry, logging and related service activities","02","2009","20","EC dollar                               ","1968","2006","1000000",""
"Saint Lucia","2.2","Industries","Fishing","B","2009","100","EC dollar","1993","2006","20070000",""
"Saint Lucia","2.2","Industries","Fishing","B","2009","20","EC dollar                               ","1968","2006","18660000",""
"Saint Lucia","2.2","Industries","Mining and quarrying","C","2009","100","EC dollar","1993","2006","6860000",""
"Saint Lucia","2.2","Industries","Mining and quarrying","C","2009","20","EC dollar                               ","1968","2006","6860000",""
"Saint Lucia","2.2","Industries","Manufacturing","D","2009","100","EC dollar","1993","2006","132260000",""
"Saint Lucia","2.2","Industries","Manufacturing","D","2009","20","EC dollar                               ","1968","2006","157520000",""
"Saint Lucia","2.2","Industries","Electricity, gas and  water supply","E","2009","100","EC dollar","1993","2006","102590000",""
"Saint Lucia","2.2","Industries","Electricity, gas and  water supply","E","2009","20","EC dollar                               ","1968","2006","101490000",""
"Saint Lucia","2.2","Industries","Construction","F","2009","100","EC dollar","1993","2006","272180000",""
"Saint Lucia","2.2","Industries","Construction","F","2009","20","EC dollar                               ","1968","2006","218230000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2009","100","EC dollar","1993","2006","433180000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2009","20","EC dollar                               ","1968","2006","439980000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2009","100","EC dollar","1993","2006","183490000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2009","20","EC dollar                               ","1968","2006","195460000",""
"Saint Lucia","2.2","Industries","Hotels and restaurants","H","2009","100","EC dollar","1993","2006","249690000",""
"Saint Lucia","2.2","Industries","Hotels and restaurants","H","2009","20","EC dollar                               ","1968","2006","244520000",""
"Saint Lucia","2.2","Industries","Transport, storage and communications","I","2009","100","EC dollar","1993","2006","518230000",""
"Saint Lucia","2.2","Industries","Transport, storage and communications","I","2009","20","EC dollar                               ","1968","2006","448200000",""
"Saint Lucia","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2009","100","EC dollar","1993","2006","327740000",""
"Saint Lucia","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2009","20","EC dollar                               ","1968","2006","274730000",""
"Saint Lucia","2.2","Industries","Post and telecommunications","64","2009","100","EC dollar","1993","2006","190490000",""
"Saint Lucia","2.2","Industries","Post and telecommunications","64","2009","20","EC dollar                               ","1968","2006","173470000",""
"Saint Lucia","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2009","100","EC dollar","1993","2006","876190000",""
"Saint Lucia","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2009","20","EC dollar                               ","1968","2006","493260000",""
"Saint Lucia","2.2","Industries","Financial intermediation","J","2009","100","EC dollar","1993","2006","270660000",""
"Saint Lucia","2.2","Industries","Financial intermediation","J","2009","20","EC dollar                               ","1968","2006","185640000",""
"Saint Lucia","2.2","Industries","Real estate, renting and business activities","K","2009","100","EC dollar","1993","2006","605530000",""
"Saint Lucia","2.2","Industries","Real estate, renting and business activities","K","2009","20","EC dollar                               ","1968","2006","307620000",""
"Saint Lucia","2.2","Industries","Public administration and defence; compulsory social security","L","2009","100","EC dollar","1993","2006","153640000",""
"Saint Lucia","2.2","Industries","Public administration and defence; compulsory social security","L","2009","20","EC dollar                               ","1968","2006","278600000",""
"Saint Lucia","2.2","Industries","Education; health and social work; other community, social and personal services","M+N+O","2009","100","EC dollar","1993","2006","315850000",""
"Saint Lucia","2.2","Industries","Education; health and social work; other community, social and personal services","M+N+O","2009","20","EC dollar                               ","1968","2006","163440000",""
"Saint Lucia","2.2","Industries","Education","M","2009","100","EC dollar","1993","2006","119540000",""
"Saint Lucia","2.2","Industries","Education","M","2009","20","EC dollar                               ","1968","2006","113780000",""
"Saint Lucia","2.2","Industries","Health and social work","N","2009","100","EC dollar","1993","2006","91030000",""
"Saint Lucia","2.2","Industries","Health and social work","N","2009","20","EC dollar                               ","1968","2006","49660000",""
"Saint Lucia","2.2","Industries","Other community, social and personal services","O","2009","100","EC dollar","1993","2006","105280000",""
"Saint Lucia","2.2","Industries","Private households with employed persons","P","2009","100","EC dollar","1993","2006","3440000",""
"Saint Lucia","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2009","100","EC dollar","1993","2006","2832800000","1"
"Saint Lucia","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2009","20","EC dollar                               ","1968","2006","2346210000","1"
"Saint Lucia","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2009","100","EC dollar","1993","2006","89600000",""
"Saint Lucia","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2009","20","EC dollar                               ","1968","2006","62970000",""
"Saint Lucia","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2009","100","EC dollar","1993","2006","401800000",""
"Saint Lucia","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2009","100","EC dollar","1993","2006","3234600000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2008","100","EC dollar","1993","2006","111660000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2008","20","EC dollar                               ","1968","2006","107360000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry","A","2008","100","EC dollar","1993","2006","92410000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry","A","2008","20","EC dollar                               ","1968","2006","89280000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting and related service activities","01","2008","100","EC dollar","1993","2006","88480000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting and related service activities","01","2008","20","EC dollar                               ","1968","2006","88300000",""
"Saint Lucia","2.2","Industries","Forestry, logging and related service activities","02","2008","100","EC dollar","1993","2006","3930000",""
"Saint Lucia","2.2","Industries","Forestry, logging and related service activities","02","2008","20","EC dollar                               ","1968","2006","1000000",""
"Saint Lucia","2.2","Industries","Fishing","B","2008","100","EC dollar","1993","2006","19250000",""
"Saint Lucia","2.2","Industries","Fishing","B","2008","20","EC dollar                               ","1968","2006","18080000",""
"Saint Lucia","2.2","Industries","Mining and quarrying","C","2008","100","EC dollar","1993","2006","8310000",""
"Saint Lucia","2.2","Industries","Mining and quarrying","C","2008","20","EC dollar                               ","1968","2006","8310000",""
"Saint Lucia","2.2","Industries","Manufacturing","D","2008","100","EC dollar","1993","2006","129920000",""
"Saint Lucia","2.2","Industries","Manufacturing","D","2008","20","EC dollar                               ","1968","2006","130250000",""
"Saint Lucia","2.2","Industries","Electricity, gas and  water supply","E","2008","100","EC dollar","1993","2006","99830000",""
"Saint Lucia","2.2","Industries","Electricity, gas and  water supply","E","2008","20","EC dollar                               ","1968","2006","97250000",""
"Saint Lucia","2.2","Industries","Construction","F","2008","100","EC dollar","1993","2006","273490000",""
"Saint Lucia","2.2","Industries","Construction","F","2008","20","EC dollar                               ","1968","2006","283720000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2008","100","EC dollar","1993","2006","450760000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2008","20","EC dollar                               ","1968","2006","471200000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2008","100","EC dollar","1993","2006","198700000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2008","20","EC dollar                               ","1968","2006","224920000",""
"Saint Lucia","2.2","Industries","Hotels and restaurants","H","2008","100","EC dollar","1993","2006","252060000",""
"Saint Lucia","2.2","Industries","Hotels and restaurants","H","2008","20","EC dollar                               ","1968","2006","246280000",""
"Saint Lucia","2.2","Industries","Transport, storage and communications","I","2008","100","EC dollar","1993","2006","511330000",""
"Saint Lucia","2.2","Industries","Transport, storage and communications","I","2008","20","EC dollar                               ","1968","2006","435860000",""
"Saint Lucia","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2008","100","EC dollar","1993","2006","328820000",""
"Saint Lucia","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2008","20","EC dollar                               ","1968","2006","265170000",""
"Saint Lucia","2.2","Industries","Post and telecommunications","64","2008","100","EC dollar","1993","2006","182510000",""
"Saint Lucia","2.2","Industries","Post and telecommunications","64","2008","20","EC dollar                               ","1968","2006","170690000",""
"Saint Lucia","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2008","100","EC dollar","1993","2006","870050000",""
"Saint Lucia","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2008","20","EC dollar                               ","1968","2006","485820000",""
"Saint Lucia","2.2","Industries","Financial intermediation","J","2008","100","EC dollar","1993","2006","271580000",""
"Saint Lucia","2.2","Industries","Financial intermediation","J","2008","20","EC dollar                               ","1968","2006","188280000",""
"Saint Lucia","2.2","Industries","Real estate, renting and business activities","K","2008","100","EC dollar","1993","2006","598470000",""
"Saint Lucia","2.2","Industries","Real estate, renting and business activities","K","2008","20","EC dollar                               ","1968","2006","297540000",""
"Saint Lucia","2.2","Industries","Public administration and defence; compulsory social security","L","2008","100","EC dollar","1993","2006","149880000",""
"Saint Lucia","2.2","Industries","Public administration and defence; compulsory social security","L","2008","20","EC dollar                               ","1968","2006","260960000",""
"Saint Lucia","2.2","Industries","Education; health and social work; other community, social and personal services","M+N+O","2008","100","EC dollar","1993","2006","304880000",""
"Saint Lucia","2.2","Industries","Education; health and social work; other community, social and personal services","M+N+O","2008","20","EC dollar                               ","1968","2006","154950000",""
"Saint Lucia","2.2","Industries","Education","M","2008","100","EC dollar","1993","2006","115630000",""
"Saint Lucia","2.2","Industries","Education","M","2008","20","EC dollar                               ","1968","2006","106350000",""
"Saint Lucia","2.2","Industries","Health and social work","N","2008","100","EC dollar","1993","2006","86600000",""
"Saint Lucia","2.2","Industries","Health and social work","N","2008","20","EC dollar                               ","1968","2006","48610000",""
"Saint Lucia","2.2","Industries","Other community, social and personal services","O","2008","100","EC dollar","1993","2006","102650000",""
"Saint Lucia","2.2","Industries","Private households with employed persons","P","2008","100","EC dollar","1993","2006","3460000",""
"Saint Lucia","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2008","100","EC dollar","1993","2006","2826290000","1"
"Saint Lucia","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2008","20","EC dollar                               ","1968","2006","2377540000","1"
"Saint Lucia","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2008","100","EC dollar","1993","2006","87290000",""
"Saint Lucia","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2008","20","EC dollar                               ","1968","2006","58150000",""
"Saint Lucia","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2008","100","EC dollar","1993","2006","456040000",""
"Saint Lucia","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2008","100","EC dollar","1993","2006","3282330000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2007","100","EC dollar","1993","2006","91690000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2007","20","EC dollar                               ","1968","2006","81730000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry","A","2007","100","EC dollar","1993","2006","75290000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry","A","2007","20","EC dollar                               ","1968","2006","65630000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting and related service activities","01","2007","100","EC dollar","1993","2006","71460000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting and related service activities","01","2007","20","EC dollar                               ","1968","2006","64600000",""
"Saint Lucia","2.2","Industries","Forestry, logging and related service activities","02","2007","100","EC dollar","1993","2006","3830000",""
"Saint Lucia","2.2","Industries","Forestry, logging and related service activities","02","2007","20","EC dollar                               ","1968","2006","1000000",""
"Saint Lucia","2.2","Industries","Fishing","B","2007","100","EC dollar","1993","2006","16400000",""
"Saint Lucia","2.2","Industries","Fishing","B","2007","20","EC dollar                               ","1968","2006","16100000",""
"Saint Lucia","2.2","Industries","Mining and quarrying","C","2007","100","EC dollar","1993","2006","10920000",""
"Saint Lucia","2.2","Industries","Mining and quarrying","C","2007","20","EC dollar                               ","1968","2006","10920000",""
"Saint Lucia","2.2","Industries","Manufacturing","D","2007","100","EC dollar","1993","2006","123480000",""
"Saint Lucia","2.2","Industries","Manufacturing","D","2007","20","EC dollar                               ","1968","2006","136980000",""
"Saint Lucia","2.2","Industries","Electricity, gas and  water supply","E","2007","100","EC dollar","1993","2006","97020000",""
"Saint Lucia","2.2","Industries","Electricity, gas and  water supply","E","2007","20","EC dollar                               ","1968","2006","95410000",""
"Saint Lucia","2.2","Industries","Construction","F","2007","100","EC dollar","1993","2006","215780000",""
"Saint Lucia","2.2","Industries","Construction","F","2007","20","EC dollar                               ","1968","2006","204840000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2007","100","EC dollar","1993","2006","445080000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2007","20","EC dollar                               ","1968","2006","476860000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2007","100","EC dollar","1993","2006","193080000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2007","20","EC dollar                               ","1968","2006","222850000",""
"Saint Lucia","2.2","Industries","Hotels and restaurants","H","2007","100","EC dollar","1993","2006","252000000",""
"Saint Lucia","2.2","Industries","Hotels and restaurants","H","2007","20","EC dollar                               ","1968","2006","254010000",""
"Saint Lucia","2.2","Industries","Transport, storage and communications","I","2007","100","EC dollar","1993","2006","494890000",""
"Saint Lucia","2.2","Industries","Transport, storage and communications","I","2007","20","EC dollar                               ","1968","2006","428450000",""
"Saint Lucia","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2007","100","EC dollar","1993","2006","321590000",""
"Saint Lucia","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2007","20","EC dollar                               ","1968","2006","261550000",""
"Saint Lucia","2.2","Industries","Post and telecommunications","64","2007","100","EC dollar","1993","2006","173300000",""
"Saint Lucia","2.2","Industries","Post and telecommunications","64","2007","20","EC dollar                               ","1968","2006","166900000",""
"Saint Lucia","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2007","100","EC dollar","1993","2006","845560000",""
"Saint Lucia","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2007","20","EC dollar                               ","1968","2006","476510000",""
"Saint Lucia","2.2","Industries","Financial intermediation","J","2007","100","EC dollar","1993","2006","262700000",""
"Saint Lucia","2.2","Industries","Financial intermediation","J","2007","20","EC dollar                               ","1968","2006","190400000",""
"Saint Lucia","2.2","Industries","Real estate, renting and business activities","K","2007","100","EC dollar","1993","2006","582860000",""
"Saint Lucia","2.2","Industries","Real estate, renting and business activities","K","2007","20","EC dollar                               ","1968","2006","286110000",""
"Saint Lucia","2.2","Industries","Public administration and defence; compulsory social security","L","2007","100","EC dollar","1993","2006","147030000",""
"Saint Lucia","2.2","Industries","Public administration and defence; compulsory social security","L","2007","20","EC dollar                               ","1968","2006","240350000",""
"Saint Lucia","2.2","Industries","Education; health and social work; other community, social and personal services","M+N+O","2007","100","EC dollar","1993","2006","291850000",""
"Saint Lucia","2.2","Industries","Education; health and social work; other community, social and personal services","M+N+O","2007","20","EC dollar                               ","1968","2006","150240000",""
"Saint Lucia","2.2","Industries","Education","M","2007","100","EC dollar","1993","2006","112330000",""
"Saint Lucia","2.2","Industries","Education","M","2007","20","EC dollar                               ","1968","2006","102660000",""
"Saint Lucia","2.2","Industries","Health and social work","N","2007","100","EC dollar","1993","2006","82160000",""
"Saint Lucia","2.2","Industries","Health and social work","N","2007","20","EC dollar                               ","1968","2006","47590000",""
"Saint Lucia","2.2","Industries","Other community, social and personal services","O","2007","100","EC dollar","1993","2006","97360000",""
"Saint Lucia","2.2","Industries","Private households with employed persons","P","2007","100","EC dollar","1993","2006","3320000",""
"Saint Lucia","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2007","100","EC dollar","1993","2006","2686770000","1"
"Saint Lucia","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2007","20","EC dollar                               ","1968","2006","2248560000","1"
"Saint Lucia","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2007","100","EC dollar","1993","2006","78940000",""
"Saint Lucia","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2007","20","EC dollar                               ","1968","2006","54750000",""
"Saint Lucia","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2007","100","EC dollar","1993","2006","439940000",""
"Saint Lucia","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2007","100","EC dollar","1993","2006","3126710000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2006","100","EC dollar","1993","2006","90960000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2006","20","EC dollar                               ","1968","1990","45520000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2006","20","EC dollar                               ","1968","2006","86000000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry","A","2006","100","EC dollar","1993","2006","75860000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry","A","2006","20","EC dollar                               ","1968","1990","35000000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry","A","2006","20","EC dollar                               ","1968","2006","70930000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting and related service activities","01","2006","100","EC dollar","1993","2006","72600000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting and related service activities","01","2006","20","EC dollar                               ","1968","1990","33950000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting and related service activities","01","2006","20","EC dollar                               ","1968","2006","69900000",""
"Saint Lucia","2.2","Industries","Forestry, logging and related service activities","02","2006","100","EC dollar","1993","2006","3260000",""
"Saint Lucia","2.2","Industries","Forestry, logging and related service activities","02","2006","20","EC dollar                               ","1968","1990","1050000",""
"Saint Lucia","2.2","Industries","Forestry, logging and related service activities","02","2006","20","EC dollar                               ","1968","2006","1030000",""
"Saint Lucia","2.2","Industries","Fishing","B","2006","100","EC dollar","1993","2006","15100000",""
"Saint Lucia","2.2","Industries","Fishing","B","2006","20","EC dollar                               ","1968","1990","10520000",""
"Saint Lucia","2.2","Industries","Fishing","B","2006","20","EC dollar                               ","1968","2006","15070000",""
"Saint Lucia","2.2","Industries","Mining and quarrying","C","2006","100","EC dollar","1993","2006","6820000",""
"Saint Lucia","2.2","Industries","Mining and quarrying","C","2006","20","EC dollar                               ","1968","1990","6590000",""
"Saint Lucia","2.2","Industries","Mining and quarrying","C","2006","20","EC dollar                               ","1968","2006","6820000",""
"Saint Lucia","2.2","Industries","Manufacturing","D","2006","100","EC dollar","1993","2006","121260000",""
"Saint Lucia","2.2","Industries","Manufacturing","D","2006","20","EC dollar                               ","1968","1990","97010000",""
"Saint Lucia","2.2","Industries","Manufacturing","D","2006","20","EC dollar                               ","1968","2006","121260000",""
"Saint Lucia","2.2","Industries","Electricity, gas and  water supply","E","2006","100","EC dollar","1993","2006","92740000",""
"Saint Lucia","2.2","Industries","Electricity, gas and  water supply","E","2006","20","EC dollar                               ","1968","1990","64460000",""
"Saint Lucia","2.2","Industries","Electricity, gas and  water supply","E","2006","20","EC dollar                               ","1968","2006","91340000",""
"Saint Lucia","2.2","Industries","Construction","F","2006","100","EC dollar","1993","2006","300810000",""
"Saint Lucia","2.2","Industries","Construction","F","2006","20","EC dollar                               ","1968","1990","123170000",""
"Saint Lucia","2.2","Industries","Construction","F","2006","20","EC dollar                               ","1968","2006","284440000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2006","100","EC dollar","1993","2006","437740000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2006","20","EC dollar                               ","1968","1990","347090000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods; hotels and restaurants","G+H","2006","20","EC dollar                               ","1968","2006","469420000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2006","100","EC dollar","1993","2006","185220000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2006","20","EC dollar                               ","1968","1990","170390000",""
"Saint Lucia","2.2","Industries","Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods","G","2006","20","EC dollar                               ","1968","2006","216720000",""
"Saint Lucia","2.2","Industries","Hotels and restaurants","H","2006","100","EC dollar","1993","2006","252520000",""
"Saint Lucia","2.2","Industries","Hotels and restaurants","H","2006","20","EC dollar                               ","1968","1990","176700000",""
"Saint Lucia","2.2","Industries","Hotels and restaurants","H","2006","20","EC dollar                               ","1968","2006","252700000",""
"Saint Lucia","2.2","Industries","Transport, storage and communications","I","2006","100","EC dollar","1993","2006","431190000",""
"Saint Lucia","2.2","Industries","Transport, storage and communications","I","2006","20","EC dollar                               ","1968","1990","287400000",""
"Saint Lucia","2.2","Industries","Transport, storage and communications","I","2006","20","EC dollar                               ","1968","2006","379300000",""
"Saint Lucia","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2006","100","EC dollar","1993","2006","274130000",""
"Saint Lucia","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2006","20","EC dollar                               ","1968","1990","135680000",""
"Saint Lucia","2.2","Industries","Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies","60-63","2006","20","EC dollar                               ","1968","2006","221760000",""
"Saint Lucia","2.2","Industries","Post and telecommunications","64","2006","100","EC dollar","1993","2006","157060000",""
"Saint Lucia","2.2","Industries","Post and telecommunications","64","2006","20","EC dollar                               ","1968","1990","151720000",""
"Saint Lucia","2.2","Industries","Post and telecommunications","64","2006","20","EC dollar                               ","1968","2006","157540000",""
"Saint Lucia","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2006","100","EC dollar","1993","2006","812780000",""
"Saint Lucia","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2006","20","EC dollar                               ","1968","1990","408350000",""
"Saint Lucia","2.2","Industries","Financial intermediation, real estate, renting and business activities","J+K","2006","20","EC dollar                               ","1968","2006","458490000",""
"Saint Lucia","2.2","Industries","Financial intermediation","J","2006","100","EC dollar","1993","2006","235240000",""
"Saint Lucia","2.2","Industries","Financial intermediation","J","2006","20","EC dollar                               ","1968","1990","177390000",""
"Saint Lucia","2.2","Industries","Financial intermediation","J","2006","20","EC dollar                               ","1968","2006","169510000",""
"Saint Lucia","2.2","Industries","Real estate, renting and business activities","K","2006","100","EC dollar","1993","2006","577540000",""
"Saint Lucia","2.2","Industries","Real estate, renting and business activities","K","2006","20","EC dollar                               ","1968","1990","230960000",""
"Saint Lucia","2.2","Industries","Real estate, renting and business activities","K","2006","20","EC dollar                               ","1968","2006","288980000",""
"Saint Lucia","2.2","Industries","Public administration and defence; compulsory social security","L","2006","100","EC dollar","1993","2006","146970000",""
"Saint Lucia","2.2","Industries","Public administration and defence; compulsory social security","L","2006","20","EC dollar                               ","1968","1990","178230000",""
"Saint Lucia","2.2","Industries","Public administration and defence; compulsory social security","L","2006","20","EC dollar                               ","1968","2006","221310000",""
"Saint Lucia","2.2","Industries","Education; health and social work; other community, social and personal services","M+N+O","2006","100","EC dollar","1993","2006","258400000",""
"Saint Lucia","2.2","Industries","Education; health and social work; other community, social and personal services","M+N+O","2006","20","EC dollar                               ","1968","2006","141650000",""
"Saint Lucia","2.2","Industries","Education","M","2006","100","EC dollar","1993","2006","111210000",""
"Saint Lucia","2.2","Industries","Education","M","2006","20","EC dollar                               ","1968","2006","95970000",""
"Saint Lucia","2.2","Industries","Health and social work","N","2006","100","EC dollar","1993","2006","76800000",""
"Saint Lucia","2.2","Industries","Health and social work","N","2006","20","EC dollar                               ","1968","2006","45670000",""
"Saint Lucia","2.2","Industries","Other community, social and personal services","O","2006","100","EC dollar","1993","2006","70390000",""
"Saint Lucia","2.2","Industries","Private households with employed persons","P","2006","100","EC dollar","1993","2006","3270000",""
"Saint Lucia","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2006","100","EC dollar","1993","2006","2634670000","1"
"Saint Lucia","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2006","20","EC dollar                               ","1968","1990","1557820000",""
"Saint Lucia","2.2","Industries","Equals: VALUE ADDED, GROSS, in basic prices","B.1g","2006","20","EC dollar                               ","1968","2006","2216740000","1"
"Saint Lucia","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2006","100","EC dollar","1993","2006","68250000",""
"Saint Lucia","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2006","20","EC dollar                               ","1968","1990","150650000",""
"Saint Lucia","2.2","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2006","20","EC dollar                               ","1968","2006","43270000",""
"Saint Lucia","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2006","100","EC dollar","1993","2006","428690000",""
"Saint Lucia","2.2","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2006","20","EC dollar                               ","1968","1990","286920000",""
"Saint Lucia","2.2","Industries","Plus: Taxes on products","D.21","2006","20","EC dollar                               ","1968","1990","289940000",""
"Saint Lucia","2.2","Industries","Less: Subsidies on products","D.31","2006","20","EC dollar                               ","1968","1990","3020000",""
"Saint Lucia","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2006","100","EC dollar","1993","2006","3063360000",""
"Saint Lucia","2.2","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2006","20","EC dollar                               ","1968","1990","1694090000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2005","100","EC dollar","1993","2006","83000000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2005","20","EC dollar                               ","1968","1990","41470000",""
"Saint Lucia","2.2","Industries","Agriculture, hunting, forestry; fishing","A+B","2005","20","EC dollar                               ","1968","2006","79760000",""
