"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Fiscal Year","Series","Currency","SNA System","Fiscal Year Type","Base Year","Value","Value Footnotes"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2013","1000","Euro","2008","Western calendar year","2010","2700806810000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2013","1000","Euro","2008","Western calendar year","2015","2917237520000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2013","300","1999 DEM euro / euro","1993","Western calendar year","2005","2482430400000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2012","1000","Euro","2008","Western calendar year","2010","14849640000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2012","1000","Euro","2008","Western calendar year","2015","21372680000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","15367560000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2012","1000","Euro","2008","Western calendar year","2010","631361610000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2012","1000","Euro","2008","Western calendar year","2015","657997410000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","568507680000",""
"Germany","2.5","Industries","Manufacturing","C","2012","1000","Euro","2008","Western calendar year","2010","546600680000",""
"Germany","2.5","Industries","Manufacturing","C","2012","1000","Euro","2008","Western calendar year","2015","580542300000",""
"Germany","2.5","Industries","Manufacturing","C","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","508312070000",""
"Germany","2.5","Industries","Construction","F","2012","1000","Euro","2008","Western calendar year","2010","102448900000",""
"Germany","2.5","Industries","Construction","F","2012","1000","Euro","2008","Western calendar year","2015","123308190000",""
"Germany","2.5","Industries","Construction","F","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","85071140000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2012","1000","Euro","2008","Western calendar year","2010","396209490000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2012","1000","Euro","2008","Western calendar year","2015","419494460000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","341824930000",""
"Germany","2.5","Industries","Information and communication","J","2012","1000","Euro","2008","Western calendar year","2010","119652840000",""
"Germany","2.5","Industries","Information and communication","J","2012","1000","Euro","2008","Western calendar year","2015","111283120000",""
"Germany","2.5","Industries","Information and communication","J","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","119501230000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2012","1000","Euro","2008","Western calendar year","2010","107673800000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2012","1000","Euro","2008","Western calendar year","2015","120007740000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","118143370000",""
"Germany","2.5","Industries","Real estate activities","L","2012","1000","Euro","2008","Western calendar year","2010","271475280000",""
"Germany","2.5","Industries","Real estate activities","L","2012","1000","Euro","2008","Western calendar year","2015","286057560000",""
"Germany","2.5","Industries","Real estate activities","L","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","258651160000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2012","1000","Euro","2008","Western calendar year","2010","255027520000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2012","1000","Euro","2008","Western calendar year","2015","288442760000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","242891610000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2012","1000","Euro","2008","Western calendar year","2010","423881070000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2012","1000","Euro","2008","Western calendar year","2015","482552450000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","396918030000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2012","1000","Euro","2008","Western calendar year","2010","96085610000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2012","1000","Euro","2008","Western calendar year","2015","109927140000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","97150350000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2012","1000","Euro","2008","Western calendar year","2010","2418277510000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2012","1000","Euro","2008","Western calendar year","2015","2618311040000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","2246320660000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2012","1000","Euro","2008","Western calendar year","2010","269371350000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2012","1000","Euro","2008","Western calendar year","2015","286519000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","225867640000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2012","1000","Euro","2008","Western calendar year","2010","275701710000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2012","1000","Euro","2008","Western calendar year","2015","293280000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","232447500000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2012","1000","Euro","2008","Western calendar year","2010","6336160000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2012","1000","Euro","2008","Western calendar year","2015","6766000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","6503420000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2012","1000","Euro","2008","Western calendar year","2010","109910000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","-435020000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2012","1000","Euro","2008","Western calendar year","2010","2687648500000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2012","1000","Euro","2008","Western calendar year","2015","2904527560000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2012","300","1999 DEM euro / euro","1993","Western calendar year","2005","2471753280000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2011","1000","Euro","2008","Western calendar year","2010","14976560000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2011","1000","Euro","2008","Western calendar year","2015","20773870000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","15121380000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2011","1000","Euro","2008","Western calendar year","2010","632982790000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2011","1000","Euro","2008","Western calendar year","2015","657162830000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","571038430000",""
"Germany","2.5","Industries","Manufacturing","C","2011","1000","Euro","2008","Western calendar year","2010","559067910000",""
"Germany","2.5","Industries","Manufacturing","C","2011","1000","Euro","2008","Western calendar year","2015","591133440000",""
"Germany","2.5","Industries","Manufacturing","C","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","511846310000",""
"Germany","2.5","Industries","Construction","F","2011","1000","Euro","2008","Western calendar year","2010","103617070000",""
"Germany","2.5","Industries","Construction","F","2011","1000","Euro","2008","Western calendar year","2015","124857040000",""
"Germany","2.5","Industries","Construction","F","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","87128720000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2011","1000","Euro","2008","Western calendar year","2010","385020480000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2011","1000","Euro","2008","Western calendar year","2015","408176540000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","339733850000",""
"Germany","2.5","Industries","Information and communication","J","2011","1000","Euro","2008","Western calendar year","2010","114826630000",""
"Germany","2.5","Industries","Information and communication","J","2011","1000","Euro","2008","Western calendar year","2015","107060210000",""
"Germany","2.5","Industries","Information and communication","J","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","117109930000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2011","1000","Euro","2008","Western calendar year","2010","106695910000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2011","1000","Euro","2008","Western calendar year","2015","122260510000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","116007650000",""
"Germany","2.5","Industries","Real estate activities","L","2011","1000","Euro","2008","Western calendar year","2010","276633770000",""
"Germany","2.5","Industries","Real estate activities","L","2011","1000","Euro","2008","Western calendar year","2015","293240420000",""
"Germany","2.5","Industries","Real estate activities","L","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","254652460000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2011","1000","Euro","2008","Western calendar year","2010","252071540000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2011","1000","Euro","2008","Western calendar year","2015","284116120000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","236074760000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2011","1000","Euro","2008","Western calendar year","2010","421022050000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2011","1000","Euro","2008","Western calendar year","2015","479169040000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","393570310000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2011","1000","Euro","2008","Western calendar year","2010","96597680000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2011","1000","Euro","2008","Western calendar year","2015","110403200000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","95766390000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","Euro","2008","Western calendar year","2010","2404347340000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","Euro","2008","Western calendar year","2015","2604428740000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","2229266600000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2011","1000","Euro","2008","Western calendar year","2010","269965590000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2011","1000","Euro","2008","Western calendar year","2015","287735000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","225758620000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2011","1000","Euro","2008","Western calendar year","2010","276767020000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2011","1000","Euro","2008","Western calendar year","2015","294462000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","232695000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2011","1000","Euro","2008","Western calendar year","2010","6808310000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2011","1000","Euro","2008","Western calendar year","2015","6730000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","6951650000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2011","1000","Euro","2008","Western calendar year","2010","-55590000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","-177380000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2011","1000","Euro","2008","Western calendar year","2010","2674490200000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2011","1000","Euro","2008","Western calendar year","2015","2892422840000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2011","300","1999 DEM euro / euro","1993","Western calendar year","2005","2454847840000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2010","1000","Euro","2008","Western calendar year","2010","16700000000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2010","1000","Euro","2008","Western calendar year","2015","21747710000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","19515560000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2010","1000","Euro","2008","Western calendar year","2010","600439000000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2010","1000","Euro","2008","Western calendar year","2015","624057790000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","541479270000",""
"Germany","2.5","Industries","Manufacturing","C","2010","1000","Euro","2008","Western calendar year","2010","515175000000",""
"Germany","2.5","Industries","Manufacturing","C","2010","1000","Euro","2008","Western calendar year","2015","545690060000",""
"Germany","2.5","Industries","Manufacturing","C","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","469126180000",""
"Germany","2.5","Industries","Construction","F","2010","1000","Euro","2008","Western calendar year","2010","99843000000",""
"Germany","2.5","Industries","Construction","F","2010","1000","Euro","2008","Western calendar year","2015","120672650000",""
"Germany","2.5","Industries","Construction","F","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","83258510000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2010","1000","Euro","2008","Western calendar year","2010","370497000000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2010","1000","Euro","2008","Western calendar year","2015","391608490000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","330846800000",""
"Germany","2.5","Industries","Information and communication","J","2010","1000","Euro","2008","Western calendar year","2010","103345000000",""
"Germany","2.5","Industries","Information and communication","J","2010","1000","Euro","2008","Western calendar year","2015","95778110000",""
"Germany","2.5","Industries","Information and communication","J","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","108054880000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2010","1000","Euro","2008","Western calendar year","2010","106292000000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2010","1000","Euro","2008","Western calendar year","2015","119851970000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","113527470000",""
"Germany","2.5","Industries","Real estate activities","L","2010","1000","Euro","2008","Western calendar year","2010","267279000000",""
"Germany","2.5","Industries","Real estate activities","L","2010","1000","Euro","2008","Western calendar year","2015","280700340000",""
"Germany","2.5","Industries","Real estate activities","L","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","246126510000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2010","1000","Euro","2008","Western calendar year","2010","246332000000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2010","1000","Euro","2008","Western calendar year","2015","277089160000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","228927000000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2010","1000","Euro","2008","Western calendar year","2010","414351000000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2010","1000","Euro","2008","Western calendar year","2015","471078280000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","387765230000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2010","1000","Euro","2008","Western calendar year","2010","96617000000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2010","1000","Euro","2008","Western calendar year","2015","109299600000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","95547870000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","1000","Euro","2008","Western calendar year","2010","2321695000000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","1000","Euro","2008","Western calendar year","2015","2507524820000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","300","1999 DEM euro / euro","1993","Western calendar year","2000","2052400340000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","2158040820000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2010","1000","Euro","2008","Western calendar year","2010","258365000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2010","1000","Euro","2008","Western calendar year","2015","275873000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2010","300","1999 DEM euro / euro","1993","Western calendar year","2000","196315080000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","217974590000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2010","1000","Euro","2008","Western calendar year","2010","266327000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2010","1000","Euro","2008","Western calendar year","2015","283330000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2010","300","1999 DEM euro / euro","1993","Western calendar year","2000","206267210000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","224752500000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2010","1000","Euro","2008","Western calendar year","2010","7962000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2010","1000","Euro","2008","Western calendar year","2015","7378000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2010","300","1999 DEM euro / euro","1993","Western calendar year","2000","9825820000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","6813840000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2010","1000","Euro","2008","Western calendar year","2010","0",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2010","300","1999 DEM euro / euro","1993","Western calendar year","2000","-590420000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","-356210000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2010","1000","Euro","2008","Western calendar year","2010","2580060000000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2010","1000","Euro","2008","Western calendar year","2015","2783177750000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2010","300","1999 DEM euro / euro","1993","Western calendar year","2000","2248125000000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2010","300","1999 DEM euro / euro","1993","Western calendar year","2005","2375659200000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2009","1000","Euro","2008","Western calendar year","2010","22084080000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2009","1000","Euro","2008","Western calendar year","2015","24582210000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","22953990000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2009","1000","Euro","2008","Western calendar year","2010","519259650000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2009","1000","Euro","2008","Western calendar year","2015","537191840000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","464645700000",""
"Germany","2.5","Industries","Manufacturing","C","2009","1000","Euro","2008","Western calendar year","2010","435065290000",""
"Germany","2.5","Industries","Manufacturing","C","2009","1000","Euro","2008","Western calendar year","2015","458189990000",""
"Germany","2.5","Industries","Manufacturing","C","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","390533520000",""
"Germany","2.5","Industries","Construction","F","2009","1000","Euro","2008","Western calendar year","2010","92804070000",""
"Germany","2.5","Industries","Construction","F","2009","1000","Euro","2008","Western calendar year","2015","112091540000",""
"Germany","2.5","Industries","Construction","F","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","76587700000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2009","1000","Euro","2008","Western calendar year","2010","376647250000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2009","1000","Euro","2008","Western calendar year","2015","399784930000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","347738740000",""
"Germany","2.5","Industries","Information and communication","J","2009","1000","Euro","2008","Western calendar year","2010","103127980000",""
"Germany","2.5","Industries","Information and communication","J","2009","1000","Euro","2008","Western calendar year","2015","96484030000",""
"Germany","2.5","Industries","Information and communication","J","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","108317920000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2009","1000","Euro","2008","Western calendar year","2010","103655960000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2009","1000","Euro","2008","Western calendar year","2015","115717900000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","112110220000",""
"Germany","2.5","Industries","Real estate activities","L","2009","1000","Euro","2008","Western calendar year","2010","270593260000",""
"Germany","2.5","Industries","Real estate activities","L","2009","1000","Euro","2008","Western calendar year","2015","283932630000",""
"Germany","2.5","Industries","Real estate activities","L","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","245965640000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2009","1000","Euro","2008","Western calendar year","2010","237094550000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2009","1000","Euro","2008","Western calendar year","2015","267453950000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","216969940000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2009","1000","Euro","2008","Western calendar year","2010","407058420000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2009","1000","Euro","2008","Western calendar year","2015","462938490000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","379930150000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2009","1000","Euro","2008","Western calendar year","2010","97293320000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2009","1000","Euro","2008","Western calendar year","2015","110013690000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","95247410000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2009","1000","Euro","2008","Western calendar year","2010","2226969840000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2009","1000","Euro","2008","Western calendar year","2015","2402727050000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2009","300","1999 DEM euro / euro","1993","Western calendar year","2000","1974068700000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","2066550800000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2009","1000","Euro","2008","Western calendar year","2010","251725020000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2009","1000","Euro","2008","Western calendar year","2015","268786000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2009","300","1999 DEM euro / euro","1993","Western calendar year","2000","194726570000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","216731760000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2009","1000","Euro","2008","Western calendar year","2010","263077810000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2009","1000","Euro","2008","Western calendar year","2015","279848000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2009","300","1999 DEM euro / euro","1993","Western calendar year","2000","204707040000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","223492500000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2009","1000","Euro","2008","Western calendar year","2010","11665130000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2009","1000","Euro","2008","Western calendar year","2015","10809000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2009","300","1999 DEM euro / euro","1993","Western calendar year","2000","9934920000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","6790870000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2009","1000","Euro","2008","Western calendar year","2010","75610000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2009","300","1999 DEM euro / euro","1993","Western calendar year","2000","542230000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","731360000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2009","1000","Euro","2008","Western calendar year","2010","2478921650000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2009","1000","Euro","2008","Western calendar year","2015","2671511700000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2009","300","1999 DEM euro / euro","1993","Western calendar year","2000","2169337500000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2009","300","1999 DEM euro / euro","1993","Western calendar year","2005","2284013920000","1"
