"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Fiscal Year","Series","Currency","SNA System","Fiscal Year Type","Base Year","Value","Value Footnotes"
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2006","1000","Euro","2008","Western calendar year","2010","-1674200000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2006","300","1999 DEM euro / euro","1993","Western calendar year","2000","-488770000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2006","300","1999 DEM euro / euro","1993","Western calendar year","2005","25820000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2006","1000","Euro","2008","Western calendar year","2010","2516332520000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2006","1000","Euro","2008","Western calendar year","2015","2724772470000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2006","300","1999 DEM euro / euro","1993","Western calendar year","2000","2196150000000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2006","300","1999 DEM euro / euro","1993","Western calendar year","2005","2306702800000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2005","1000","Euro","2008","Western calendar year","2010","16108820000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2005","1000","Euro","2008","Western calendar year","2015","18208740000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","16090000000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2005","1000","Euro","2008","Western calendar year","2010","559489060000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2005","1000","Euro","2008","Western calendar year","2015","579755460000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","506150000000",""
"Germany","2.5","Industries","Manufacturing","C","2005","1000","Euro","2008","Western calendar year","2010","485861540000",""
"Germany","2.5","Industries","Manufacturing","C","2005","1000","Euro","2008","Western calendar year","2015","512377220000",""
"Germany","2.5","Industries","Manufacturing","C","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","441780000000",""
"Germany","2.5","Industries","Construction","F","2005","1000","Euro","2008","Western calendar year","2010","96787800000",""
"Germany","2.5","Industries","Construction","F","2005","1000","Euro","2008","Western calendar year","2015","117400090000",""
"Germany","2.5","Industries","Construction","F","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","81650000000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2005","1000","Euro","2008","Western calendar year","2010","359567340000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2005","1000","Euro","2008","Western calendar year","2015","382227100000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","326730000000",""
"Germany","2.5","Industries","Information and communication","J","2005","1000","Euro","2008","Western calendar year","2010","79182940000",""
"Germany","2.5","Industries","Information and communication","J","2005","1000","Euro","2008","Western calendar year","2015","75760260000",""
"Germany","2.5","Industries","Information and communication","J","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","79710000000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2005","1000","Euro","2008","Western calendar year","2010","108938670000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2005","1000","Euro","2008","Western calendar year","2015","123075340000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","98420000000",""
"Germany","2.5","Industries","Real estate activities","L","2005","1000","Euro","2008","Western calendar year","2010","247714180000",""
"Germany","2.5","Industries","Real estate activities","L","2005","1000","Euro","2008","Western calendar year","2015","260049610000",""
"Germany","2.5","Industries","Real estate activities","L","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","229810000000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2005","1000","Euro","2008","Western calendar year","2010","237882810000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2005","1000","Euro","2008","Western calendar year","2015","269203010000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","220610000000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2005","1000","Euro","2008","Western calendar year","2010","383771900000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2005","1000","Euro","2008","Western calendar year","2015","435184740000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","356140000000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2005","1000","Euro","2008","Western calendar year","2010","94790940000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2005","1000","Euro","2008","Western calendar year","2015","110046150000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","91050000000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2005","1000","Euro","2008","Western calendar year","2010","2176124720000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2005","1000","Euro","2008","Western calendar year","2015","2356997120000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2005","300","1999 DEM euro / euro","1993","Western calendar year","2000","1933232300000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","2006360000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2005","1000","Euro","2008","Western calendar year","2010","252086730000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2005","1000","Euro","2008","Western calendar year","2015","269212000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2005","300","1999 DEM euro / euro","1993","Western calendar year","2000","191693960000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","218040000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2005","1000","Euro","2008","Western calendar year","2010","263557200000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2005","1000","Euro","2008","Western calendar year","2015","280408000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2005","300","1999 DEM euro / euro","1993","Western calendar year","2000","201630050000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","225000000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2005","1000","Euro","2008","Western calendar year","2010","11797300000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2005","1000","Euro","2008","Western calendar year","2015","10932000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2005","300","1999 DEM euro / euro","1993","Western calendar year","2000","9947390000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","6960000000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2005","1000","Euro","2008","Western calendar year","2010","-1731060000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2005","300","1999 DEM euro / euro","1993","Western calendar year","2000","-345010000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","0",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2005","1000","Euro","2008","Western calendar year","2010","2426546430000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2005","1000","Euro","2008","Western calendar year","2015","2624605910000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2005","300","1999 DEM euro / euro","1993","Western calendar year","2000","2124581250000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2005","300","1999 DEM euro / euro","1993","Western calendar year","2005","2224400000000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2004","1000","Euro","2008","Western calendar year","2010","22331240000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2004","1000","Euro","2008","Western calendar year","2015","24955170000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","17747270000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2004","1000","Euro","2008","Western calendar year","2010","552704100000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2004","1000","Euro","2008","Western calendar year","2015","572174690000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","497039300000",""
"Germany","2.5","Industries","Manufacturing","C","2004","1000","Euro","2008","Western calendar year","2010","478185440000",""
"Germany","2.5","Industries","Manufacturing","C","2004","1000","Euro","2008","Western calendar year","2015","503818100000",""
"Germany","2.5","Industries","Manufacturing","C","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","431663240000",""
"Germany","2.5","Industries","Construction","F","2004","1000","Euro","2008","Western calendar year","2010","101101020000",""
"Germany","2.5","Industries","Construction","F","2004","1000","Euro","2008","Western calendar year","2015","122433840000",""
"Germany","2.5","Industries","Construction","F","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","84695550000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2004","1000","Euro","2008","Western calendar year","2010","351379350000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2004","1000","Euro","2008","Western calendar year","2015","372888740000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","316503350000",""
"Germany","2.5","Industries","Information and communication","J","2004","1000","Euro","2008","Western calendar year","2010","80402410000",""
"Germany","2.5","Industries","Information and communication","J","2004","1000","Euro","2008","Western calendar year","2015","76793920000",""
"Germany","2.5","Industries","Information and communication","J","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","82268690000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2004","1000","Euro","2008","Western calendar year","2010","110511790000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2004","1000","Euro","2008","Western calendar year","2015","125567760000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","109374150000",""
"Germany","2.5","Industries","Real estate activities","L","2004","1000","Euro","2008","Western calendar year","2010","242208230000",""
"Germany","2.5","Industries","Real estate activities","L","2004","1000","Euro","2008","Western calendar year","2015","254542740000",""
"Germany","2.5","Industries","Real estate activities","L","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","222869740000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2004","1000","Euro","2008","Western calendar year","2010","232635940000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2004","1000","Euro","2008","Western calendar year","2015","263526220000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","215844820000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2004","1000","Euro","2008","Western calendar year","2010","382280230000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2004","1000","Euro","2008","Western calendar year","2015","433468520000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","353397720000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2004","1000","Euro","2008","Western calendar year","2010","94491430000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2004","1000","Euro","2008","Western calendar year","2015","108942550000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","90148610000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2004","1000","Euro","2008","Western calendar year","2010","2161730210000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2004","1000","Euro","2008","Western calendar year","2015","2340937200000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2004","300","1999 DEM euro / euro","1993","Western calendar year","2000","1915969640000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","1989506580000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2004","1000","Euro","2008","Western calendar year","2010","249322230000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2004","1000","Euro","2008","Western calendar year","2015","266201000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2004","300","1999 DEM euro / euro","1993","Western calendar year","2000","192973020000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","219936950000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2004","1000","Euro","2008","Western calendar year","2010","265075260000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2004","1000","Euro","2008","Western calendar year","2015","281993000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2004","300","1999 DEM euro / euro","1993","Western calendar year","2000","203081870000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","226485000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2004","1000","Euro","2008","Western calendar year","2010","17480570000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2004","1000","Euro","2008","Western calendar year","2015","16199000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2004","300","1999 DEM euro / euro","1993","Western calendar year","2000","10109470000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","6739370000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2004","1000","Euro","2008","Western calendar year","2010","-1544760000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2004","300","1999 DEM euro / euro","1993","Western calendar year","2000","-242660000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","-169450000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2004","1000","Euro","2008","Western calendar year","2010","2409518030000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2004","1000","Euro","2008","Western calendar year","2015","2605540980000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2004","300","1999 DEM euro / euro","1993","Western calendar year","2000","2108700000000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2004","300","1999 DEM euro / euro","1993","Western calendar year","2005","2209274080000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2003","1000","Euro","2008","Western calendar year","2010","16781830000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2003","1000","Euro","2008","Western calendar year","2015","19118340000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","13251720000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2003","1000","Euro","2008","Western calendar year","2010","530908160000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2003","1000","Euro","2008","Western calendar year","2015","549988750000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","476439000000",""
"Germany","2.5","Industries","Manufacturing","C","2003","1000","Euro","2008","Western calendar year","2010","460978590000",""
"Germany","2.5","Industries","Manufacturing","C","2003","1000","Euro","2008","Western calendar year","2015","486084100000",""
"Germany","2.5","Industries","Manufacturing","C","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","414654710000",""
"Germany","2.5","Industries","Construction","F","2003","1000","Euro","2008","Western calendar year","2010","104345920000",""
"Germany","2.5","Industries","Construction","F","2003","1000","Euro","2008","Western calendar year","2015","126218520000",""
"Germany","2.5","Industries","Construction","F","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","87496140000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2003","1000","Euro","2008","Western calendar year","2010","343006120000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2003","1000","Euro","2008","Western calendar year","2015","363464320000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","308563810000",""
"Germany","2.5","Industries","Information and communication","J","2003","1000","Euro","2008","Western calendar year","2010","74470410000",""
"Germany","2.5","Industries","Information and communication","J","2003","1000","Euro","2008","Western calendar year","2015","70503680000",""
"Germany","2.5","Industries","Information and communication","J","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","77446240000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2003","1000","Euro","2008","Western calendar year","2010","120014300000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2003","1000","Euro","2008","Western calendar year","2015","136256420000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","112110220000",""
"Germany","2.5","Industries","Real estate activities","L","2003","1000","Euro","2008","Western calendar year","2010","240230370000",""
"Germany","2.5","Industries","Real estate activities","L","2003","1000","Euro","2008","Western calendar year","2015","253225880000",""
"Germany","2.5","Industries","Real estate activities","L","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","223421280000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2003","1000","Euro","2008","Western calendar year","2010","235764360000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2003","1000","Euro","2008","Western calendar year","2015","265643510000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","219529010000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2003","1000","Euro","2008","Western calendar year","2010","382321670000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2003","1000","Euro","2008","Western calendar year","2015","433664660000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","354110000000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2003","1000","Euro","2008","Western calendar year","2010","92153290000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2003","1000","Euro","2008","Western calendar year","2015","106443220000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","88036250000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2003","1000","Euro","2008","Western calendar year","2010","2127369130000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2003","1000","Euro","2008","Western calendar year","2015","2303373320000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2003","300","1999 DEM euro / euro","1993","Western calendar year","2000","1885899200000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","1957605450000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2003","1000","Euro","2008","Western calendar year","2010","256763140000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2003","1000","Euro","2008","Western calendar year","2015","274383000000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2003","300","1999 DEM euro / euro","1993","Western calendar year","2000","197532250000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","226914230000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2003","1000","Euro","2008","Western calendar year","2010","271307310000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2003","1000","Euro","2008","Western calendar year","2015","288834000000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2003","300","1999 DEM euro / euro","1993","Western calendar year","2000","207263990000",""
"Germany","2.5","Industries","Plus: Taxes on products","D.21","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","232155000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2003","1000","Euro","2008","Western calendar year","2010","15981330000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2003","1000","Euro","2008","Western calendar year","2015","14809000000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2003","300","1999 DEM euro / euro","1993","Western calendar year","2000","9742700000",""
"Germany","2.5","Industries","Less: Subsidies on products","D.31","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","6134540000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2003","1000","Euro","2008","Western calendar year","2010","-2836970000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2003","300","1999 DEM euro / euro","1993","Western calendar year","2000","106050000",""
"Germany","2.5","Industries","Plus: Statistical discrepancy","","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","-603760000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2003","1000","Euro","2008","Western calendar year","2010","2381653390000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2003","1000","Euro","2008","Western calendar year","2015","2575279180000","1"
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2003","300","1999 DEM euro / euro","1993","Western calendar year","2000","2083537500000",""
"Germany","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2003","300","1999 DEM euro / euro","1993","Western calendar year","2005","2183915920000","1"
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2002","1000","Euro","2008","Western calendar year","2010","16391050000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2002","1000","Euro","2008","Western calendar year","2015","18739170000",""
"Germany","2.5","Industries","Agriculture, forestry and fishing","A","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","12868780000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2002","1000","Euro","2008","Western calendar year","2010","527966010000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2002","1000","Euro","2008","Western calendar year","2015","546511330000",""
"Germany","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","471984880000",""
"Germany","2.5","Industries","Manufacturing","C","2002","1000","Euro","2008","Western calendar year","2010","456651120000",""
"Germany","2.5","Industries","Manufacturing","C","2002","1000","Euro","2008","Western calendar year","2015","481157990000",""
"Germany","2.5","Industries","Manufacturing","C","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","409088280000",""
"Germany","2.5","Industries","Construction","F","2002","1000","Euro","2008","Western calendar year","2010","109447900000",""
"Germany","2.5","Industries","Construction","F","2002","1000","Euro","2008","Western calendar year","2015","132289000000",""
"Germany","2.5","Industries","Construction","F","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","91627630000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2002","1000","Euro","2008","Western calendar year","2010","336892920000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2002","1000","Euro","2008","Western calendar year","2015","356664960000",""
"Germany","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","305623240000",""
"Germany","2.5","Industries","Information and communication","J","2002","1000","Euro","2008","Western calendar year","2010","81508200000",""
"Germany","2.5","Industries","Information and communication","J","2002","1000","Euro","2008","Western calendar year","2015","76907380000",""
"Germany","2.5","Industries","Information and communication","J","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","85863610000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2002","1000","Euro","2008","Western calendar year","2010","143706780000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2002","1000","Euro","2008","Western calendar year","2015","161408320000",""
"Germany","2.5","Industries","Financial and insurance activities","K","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","126016970000",""
"Germany","2.5","Industries","Real estate activities","L","2002","1000","Euro","2008","Western calendar year","2010","236247910000",""
"Germany","2.5","Industries","Real estate activities","L","2002","1000","Euro","2008","Western calendar year","2015","247988380000",""
"Germany","2.5","Industries","Real estate activities","L","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","218227580000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2002","1000","Euro","2008","Western calendar year","2010","233202500000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2002","1000","Euro","2008","Western calendar year","2015","264937740000",""
"Germany","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","216815510000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2002","1000","Euro","2008","Western calendar year","2010","381575840000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2002","1000","Euro","2008","Western calendar year","2015","433223340000",""
"Germany","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","352863510000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2002","1000","Euro","2008","Western calendar year","2010","92723330000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2002","1000","Euro","2008","Western calendar year","2015","107265510000",""
"Germany","2.5","Industries","Other service activities","R+S+T","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","87981620000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2002","1000","Euro","2008","Western calendar year","2010","2141067130000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2002","1000","Euro","2008","Western calendar year","2015","2317800030000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2002","300","1999 DEM euro / euro","1993","Western calendar year","2000","1888683500000",""
"Germany","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2002","300","1999 DEM euro / euro","1993","Western calendar year","2005","1962420720000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2002","1000","Euro","2008","Western calendar year","2010","260586940000",""
"Germany","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2002","1000","Euro","2008","Western calendar year","2015","278519000000",""
