"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Fiscal Year","Series","Currency","SNA System","Base Year","Value","Value Footnotes"
"Antigua and Barbuda","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2021","1000","EC dollar","2008","2018","484740000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes on products","D.21","2021","1000","EC dollar","2008","2018","513360000",""
"Antigua and Barbuda","2.5","Industries","Less: Subsidies on products","D.31","2021","1000","EC dollar","2008","2018","28620000",""
"Antigua and Barbuda","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2021","1000","EC dollar","2008","2018","4059000000",""
"Antigua and Barbuda","2.5","Industries","Agriculture, forestry and fishing","A","2020","1000","EC dollar","2008","2018","74700000",""
"Antigua and Barbuda","2.5","Industries","Crop and animal production, hunting and related service activities","01","2020","1000","EC dollar","2008","2018","31970000",""
"Antigua and Barbuda","2.5","Industries","Forestry and logging","02","2020","1000","EC dollar","2008","2018","920000",""
"Antigua and Barbuda","2.5","Industries","Fishing and aquaculture","03","2020","1000","EC dollar","2008","2018","41770000",""
"Antigua and Barbuda","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2020","1000","EC dollar","2008","2018","290600000",""
"Antigua and Barbuda","2.5","Industries","Mining and quarrying","B","2020","1000","EC dollar","2008","2018","42600000",""
"Antigua and Barbuda","2.5","Industries","Manufacturing","C","2020","1000","EC dollar","2008","2018","104100000",""
"Antigua and Barbuda","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2020","1000","EC dollar","2008","2018","142200000",""
"Antigua and Barbuda","2.5","Industries","Water supply; sewerage, waste management and remediation activities","E","2020","1000","EC dollar","2008","2018","1700000",""
"Antigua and Barbuda","2.5","Industries","Construction","F","2020","1000","EC dollar","2008","2018","469800000",""
"Antigua and Barbuda","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2020","1000","EC dollar","2008","2018","1023600000",""
"Antigua and Barbuda","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2020","1000","EC dollar","2008","2018","569200000",""
"Antigua and Barbuda","2.5","Industries","Transportation and storage","H","2020","1000","EC dollar","2008","2018","224500000",""
"Antigua and Barbuda","2.5","Industries","Accommodation and food service activities","I","2020","1000","EC dollar","2008","2018","229900000",""
"Antigua and Barbuda","2.5","Industries","Information and communication","J","2020","1000","EC dollar","2008","2018","78800000",""
"Antigua and Barbuda","2.5","Industries","Financial and insurance activities","K","2020","1000","EC dollar","2008","2018","257600000",""
"Antigua and Barbuda","2.5","Industries","Real estate activities","L","2020","1000","EC dollar","2008","2018","213000000",""
"Antigua and Barbuda","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2020","1000","EC dollar","2008","2018","72000000",""
"Antigua and Barbuda","2.5","Industries","Professional, scientific and technical activities","M","2020","1000","EC dollar","2008","2018","43000000",""
"Antigua and Barbuda","2.5","Industries","Administrative and support service activities","N","2020","1000","EC dollar","2008","2018","29000000",""
"Antigua and Barbuda","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2020","1000","EC dollar","2008","2018","750500000",""
"Antigua and Barbuda","2.5","Industries","Public administration and defence; compulsory social security","O","2020","1000","EC dollar","2008","2018","340700000",""
"Antigua and Barbuda","2.5","Industries","Education","P","2020","1000","EC dollar","2008","2018","179700000",""
"Antigua and Barbuda","2.5","Industries","Human health and social work activities","Q","2020","1000","EC dollar","2008","2018","230100000",""
"Antigua and Barbuda","2.5","Industries","Other service activities","R+S+T","2020","1000","EC dollar","2008","2018","55600000",""
"Antigua and Barbuda","2.5","Industries","Arts, entertainment and recreation","R","2020","1000","EC dollar","2008","2018","19800000",""
"Antigua and Barbuda","2.5","Industries","Other service activities","S","2020","1000","EC dollar","2008","2018","23800000",""
"Antigua and Barbuda","2.5","Industries","Private households with employed persons","T","2020","1000","EC dollar","2008","2018","12000000",""
"Antigua and Barbuda","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2020","1000","EC dollar","2008","2018","3286000000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2020","1000","EC dollar","2008","2018","465660000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes on products","D.21","2020","1000","EC dollar","2008","2018","493150000",""
"Antigua and Barbuda","2.5","Industries","Less: Subsidies on products","D.31","2020","1000","EC dollar","2008","2018","27490000",""
"Antigua and Barbuda","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2020","1000","EC dollar","2008","2018","3752000000",""
"Antigua and Barbuda","2.5","Industries","Agriculture, forestry and fishing","A","2019","1000","EC dollar","2008","2018","73500000",""
"Antigua and Barbuda","2.5","Industries","Crop and animal production, hunting and related service activities","01","2019","1000","EC dollar","2008","2018","31200000",""
"Antigua and Barbuda","2.5","Industries","Forestry and logging","02","2019","1000","EC dollar","2008","2018","920000",""
"Antigua and Barbuda","2.5","Industries","Fishing and aquaculture","03","2019","1000","EC dollar","2008","2018","41360000",""
"Antigua and Barbuda","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2019","1000","EC dollar","2008","2018","333600000",""
"Antigua and Barbuda","2.5","Industries","Mining and quarrying","B","2019","1000","EC dollar","2008","2018","37500000",""
"Antigua and Barbuda","2.5","Industries","Manufacturing","C","2019","1000","EC dollar","2008","2018","136900000",""
"Antigua and Barbuda","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2019","1000","EC dollar","2008","2018","157300000",""
"Antigua and Barbuda","2.5","Industries","Water supply; sewerage, waste management and remediation activities","E","2019","1000","EC dollar","2008","2018","1900000",""
"Antigua and Barbuda","2.5","Industries","Construction","F","2019","1000","EC dollar","2008","2018","613700000",""
"Antigua and Barbuda","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2019","1000","EC dollar","2008","2018","1636500000",""
"Antigua and Barbuda","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2019","1000","EC dollar","2008","2018","695600000",""
"Antigua and Barbuda","2.5","Industries","Transportation and storage","H","2019","1000","EC dollar","2008","2018","407400000",""
"Antigua and Barbuda","2.5","Industries","Accommodation and food service activities","I","2019","1000","EC dollar","2008","2018","533500000",""
"Antigua and Barbuda","2.5","Industries","Information and communication","J","2019","1000","EC dollar","2008","2018","94700000",""
"Antigua and Barbuda","2.5","Industries","Financial and insurance activities","K","2019","1000","EC dollar","2008","2018","262700000",""
"Antigua and Barbuda","2.5","Industries","Real estate activities","L","2019","1000","EC dollar","2008","2018","233300000",""
"Antigua and Barbuda","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2019","1000","EC dollar","2008","2018","73400000",""
"Antigua and Barbuda","2.5","Industries","Professional, scientific and technical activities","M","2019","1000","EC dollar","2008","2018","38000000",""
"Antigua and Barbuda","2.5","Industries","Administrative and support service activities","N","2019","1000","EC dollar","2008","2018","35400000",""
"Antigua and Barbuda","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2019","1000","EC dollar","2008","2018","774500000",""
"Antigua and Barbuda","2.5","Industries","Public administration and defence; compulsory social security","O","2019","1000","EC dollar","2008","2018","358700000",""
"Antigua and Barbuda","2.5","Industries","Education","P","2019","1000","EC dollar","2008","2018","190500000",""
"Antigua and Barbuda","2.5","Industries","Human health and social work activities","Q","2019","1000","EC dollar","2008","2018","225300000",""
"Antigua and Barbuda","2.5","Industries","Other service activities","R+S+T","2019","1000","EC dollar","2008","2018","81800000",""
"Antigua and Barbuda","2.5","Industries","Arts, entertainment and recreation","R","2019","1000","EC dollar","2008","2018","39900000",""
"Antigua and Barbuda","2.5","Industries","Other service activities","S","2019","1000","EC dollar","2008","2018","29700000",""
"Antigua and Barbuda","2.5","Industries","Private households with employed persons","T","2019","1000","EC dollar","2008","2018","12200000",""
"Antigua and Barbuda","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2019","1000","EC dollar","2008","2018","4178000000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2019","1000","EC dollar","2008","2018","447630000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes on products","D.21","2019","1000","EC dollar","2008","2018","474060000",""
"Antigua and Barbuda","2.5","Industries","Less: Subsidies on products","D.31","2019","1000","EC dollar","2008","2018","26430000",""
"Antigua and Barbuda","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2019","1000","EC dollar","2008","2018","4625000000",""
"Antigua and Barbuda","2.5","Industries","Agriculture, forestry and fishing","A","2018","1000","EC dollar","2008","2018","73000000",""
"Antigua and Barbuda","2.5","Industries","Crop and animal production, hunting and related service activities","01","2018","1000","EC dollar","2008","2018","31560000",""
"Antigua and Barbuda","2.5","Industries","Forestry and logging","02","2018","1000","EC dollar","2008","2018","940000",""
"Antigua and Barbuda","2.5","Industries","Fishing and aquaculture","03","2018","1000","EC dollar","2008","2018","40480000",""
"Antigua and Barbuda","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2018","1000","EC dollar","2008","2018","321400000",""
"Antigua and Barbuda","2.5","Industries","Mining and quarrying","B","2018","1000","EC dollar","2008","2018","41800000",""
"Antigua and Barbuda","2.5","Industries","Manufacturing","C","2018","1000","EC dollar","2008","2018","135000000",""
"Antigua and Barbuda","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2018","1000","EC dollar","2008","2018","143300000",""
"Antigua and Barbuda","2.5","Industries","Water supply; sewerage, waste management and remediation activities","E","2018","1000","EC dollar","2008","2018","1300000",""
"Antigua and Barbuda","2.5","Industries","Construction","F","2018","1000","EC dollar","2008","2018","605100000",""
"Antigua and Barbuda","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2018","1000","EC dollar","2008","2018","1511800000",""
"Antigua and Barbuda","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2018","1000","EC dollar","2008","2018","676900000",""
"Antigua and Barbuda","2.5","Industries","Transportation and storage","H","2018","1000","EC dollar","2008","2018","355100000",""
"Antigua and Barbuda","2.5","Industries","Accommodation and food service activities","I","2018","1000","EC dollar","2008","2018","479800000",""
"Antigua and Barbuda","2.5","Industries","Information and communication","J","2018","1000","EC dollar","2008","2018","124300000",""
"Antigua and Barbuda","2.5","Industries","Financial and insurance activities","K","2018","1000","EC dollar","2008","2018","261000000",""
"Antigua and Barbuda","2.5","Industries","Real estate activities","L","2018","1000","EC dollar","2008","2018","228600000",""
"Antigua and Barbuda","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2018","1000","EC dollar","2008","2018","94700000",""
"Antigua and Barbuda","2.5","Industries","Professional, scientific and technical activities","M","2018","1000","EC dollar","2008","2018","48900000",""
"Antigua and Barbuda","2.5","Industries","Administrative and support service activities","N","2018","1000","EC dollar","2008","2018","45800000",""
"Antigua and Barbuda","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2018","1000","EC dollar","2008","2018","750000000",""
"Antigua and Barbuda","2.5","Industries","Public administration and defence; compulsory social security","O","2018","1000","EC dollar","2008","2018","339400000",""
"Antigua and Barbuda","2.5","Industries","Education","P","2018","1000","EC dollar","2008","2018","196100000",""
"Antigua and Barbuda","2.5","Industries","Human health and social work activities","Q","2018","1000","EC dollar","2008","2018","214500000",""
"Antigua and Barbuda","2.5","Industries","Other service activities","R+S+T","2018","1000","EC dollar","2008","2018","75700000",""
"Antigua and Barbuda","2.5","Industries","Arts, entertainment and recreation","R","2018","1000","EC dollar","2008","2018","38800000",""
"Antigua and Barbuda","2.5","Industries","Other service activities","S","2018","1000","EC dollar","2008","2018","24600000",""
"Antigua and Barbuda","2.5","Industries","Private households with employed persons","T","2018","1000","EC dollar","2008","2018","12300000",""
"Antigua and Barbuda","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2018","1000","EC dollar","2008","2018","4046000000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2018","1000","EC dollar","2008","2018","430390000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes on products","D.21","2018","1000","EC dollar","2008","2018","466390000",""
"Antigua and Barbuda","2.5","Industries","Less: Subsidies on products","D.31","2018","1000","EC dollar","2008","2018","36000000",""
"Antigua and Barbuda","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2018","1000","EC dollar","2008","2018","4486000000",""
"Antigua and Barbuda","2.5","Industries","Agriculture, forestry and fishing","A","2017","1000","EC dollar","2008","2018","72200000",""
"Antigua and Barbuda","2.5","Industries","Crop and animal production, hunting and related service activities","01","2017","1000","EC dollar","2008","2018","31670000",""
"Antigua and Barbuda","2.5","Industries","Forestry and logging","02","2017","1000","EC dollar","2008","2018","8430",""
"Antigua and Barbuda","2.5","Industries","Fishing and aquaculture","03","2017","1000","EC dollar","2008","2018","39620000",""
"Antigua and Barbuda","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2017","1000","EC dollar","2008","2018","296800000",""
"Antigua and Barbuda","2.5","Industries","Mining and quarrying","B","2017","1000","EC dollar","2008","2018","35600000",""
"Antigua and Barbuda","2.5","Industries","Manufacturing","C","2017","1000","EC dollar","2008","2018","124400000",""
"Antigua and Barbuda","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2017","1000","EC dollar","2008","2018","135100000",""
"Antigua and Barbuda","2.5","Industries","Water supply; sewerage, waste management and remediation activities","E","2017","1000","EC dollar","2008","2018","1700000",""
"Antigua and Barbuda","2.5","Industries","Construction","F","2017","1000","EC dollar","2008","2018","467800000",""
"Antigua and Barbuda","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2017","1000","EC dollar","2008","2018","1438600000",""
"Antigua and Barbuda","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2017","1000","EC dollar","2008","2018","653800000",""
"Antigua and Barbuda","2.5","Industries","Transportation and storage","H","2017","1000","EC dollar","2008","2018","334300000",""
"Antigua and Barbuda","2.5","Industries","Accommodation and food service activities","I","2017","1000","EC dollar","2008","2018","450500000",""
"Antigua and Barbuda","2.5","Industries","Information and communication","J","2017","1000","EC dollar","2008","2018","111900000",""
"Antigua and Barbuda","2.5","Industries","Financial and insurance activities","K","2017","1000","EC dollar","2008","2018","249300000",""
"Antigua and Barbuda","2.5","Industries","Real estate activities","L","2017","1000","EC dollar","2008","2018","215200000",""
"Antigua and Barbuda","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2017","1000","EC dollar","2008","2018","91900000",""
"Antigua and Barbuda","2.5","Industries","Professional, scientific and technical activities","M","2017","1000","EC dollar","2008","2018","47200000",""
"Antigua and Barbuda","2.5","Industries","Administrative and support service activities","N","2017","1000","EC dollar","2008","2018","44700000",""
"Antigua and Barbuda","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2017","1000","EC dollar","2008","2018","726300000",""
"Antigua and Barbuda","2.5","Industries","Public administration and defence; compulsory social security","O","2017","1000","EC dollar","2008","2018","318600000",""
"Antigua and Barbuda","2.5","Industries","Education","P","2017","1000","EC dollar","2008","2018","194400000",""
"Antigua and Barbuda","2.5","Industries","Human health and social work activities","Q","2017","1000","EC dollar","2008","2018","213300000",""
"Antigua and Barbuda","2.5","Industries","Other service activities","R+S+T","2017","1000","EC dollar","2008","2018","84600000",""
"Antigua and Barbuda","2.5","Industries","Arts, entertainment and recreation","R","2017","1000","EC dollar","2008","2018","46600000",""
"Antigua and Barbuda","2.5","Industries","Other service activities","S","2017","1000","EC dollar","2008","2018","24200000",""
"Antigua and Barbuda","2.5","Industries","Private households with employed persons","T","2017","1000","EC dollar","2008","2018","13800000",""
"Antigua and Barbuda","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2017","1000","EC dollar","2008","2018","3755000000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2017","1000","EC dollar","2008","2018","439970000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes on products","D.21","2017","1000","EC dollar","2008","2018","465950000",""
"Antigua and Barbuda","2.5","Industries","Less: Subsidies on products","D.31","2017","1000","EC dollar","2008","2018","25980000",""
"Antigua and Barbuda","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2017","1000","EC dollar","2008","2018","4194000000",""
"Antigua and Barbuda","2.5","Industries","Agriculture, forestry and fishing","A","2016","1000","EC dollar","2008","2018","63200000",""
"Antigua and Barbuda","2.5","Industries","Crop and animal production, hunting and related service activities","01","2016","1000","EC dollar","2008","2018","31420000",""
"Antigua and Barbuda","2.5","Industries","Forestry and logging","02","2016","1000","EC dollar","2008","2018","960000",""
"Antigua and Barbuda","2.5","Industries","Fishing and aquaculture","03","2016","1000","EC dollar","2008","2018","30800000",""
"Antigua and Barbuda","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2016","1000","EC dollar","2008","2018","292000000",""
"Antigua and Barbuda","2.5","Industries","Mining and quarrying","B","2016","1000","EC dollar","2008","2018","38400000",""
"Antigua and Barbuda","2.5","Industries","Manufacturing","C","2016","1000","EC dollar","2008","2018","118500000",""
"Antigua and Barbuda","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2016","1000","EC dollar","2008","2018","133700000",""
"Antigua and Barbuda","2.5","Industries","Water supply; sewerage, waste management and remediation activities","E","2016","1000","EC dollar","2008","2018","1400000",""
"Antigua and Barbuda","2.5","Industries","Construction","F","2016","1000","EC dollar","2008","2018","403200000",""
"Antigua and Barbuda","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2016","1000","EC dollar","2008","2018","1457200000",""
"Antigua and Barbuda","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2016","1000","EC dollar","2008","2018","645300000",""
"Antigua and Barbuda","2.5","Industries","Transportation and storage","H","2016","1000","EC dollar","2008","2018","339900000",""
"Antigua and Barbuda","2.5","Industries","Accommodation and food service activities","I","2016","1000","EC dollar","2008","2018","472000000",""
"Antigua and Barbuda","2.5","Industries","Information and communication","J","2016","1000","EC dollar","2008","2018","115700000",""
"Antigua and Barbuda","2.5","Industries","Financial and insurance activities","K","2016","1000","EC dollar","2008","2018","244100000",""
"Antigua and Barbuda","2.5","Industries","Real estate activities","L","2016","1000","EC dollar","2008","2018","210500000",""
"Antigua and Barbuda","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2016","1000","EC dollar","2008","2018","77700000",""
"Antigua and Barbuda","2.5","Industries","Professional, scientific and technical activities","M","2016","1000","EC dollar","2008","2018","38600000",""
"Antigua and Barbuda","2.5","Industries","Administrative and support service activities","N","2016","1000","EC dollar","2008","2018","39100000",""
"Antigua and Barbuda","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2016","1000","EC dollar","2008","2018","712900000",""
"Antigua and Barbuda","2.5","Industries","Public administration and defence; compulsory social security","O","2016","1000","EC dollar","2008","2018","309100000",""
"Antigua and Barbuda","2.5","Industries","Education","P","2016","1000","EC dollar","2008","2018","195800000",""
"Antigua and Barbuda","2.5","Industries","Human health and social work activities","Q","2016","1000","EC dollar","2008","2018","208000000",""
"Antigua and Barbuda","2.5","Industries","Other service activities","R+S+T","2016","1000","EC dollar","2008","2018","79500000",""
"Antigua and Barbuda","2.5","Industries","Arts, entertainment and recreation","R","2016","1000","EC dollar","2008","2018","39700000",""
"Antigua and Barbuda","2.5","Industries","Other service activities","S","2016","1000","EC dollar","2008","2018","24400000",""
"Antigua and Barbuda","2.5","Industries","Private households with employed persons","T","2016","1000","EC dollar","2008","2018","15400000",""
"Antigua and Barbuda","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2016","1000","EC dollar","2008","2018","3656000000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2016","1000","EC dollar","2008","2018","437890000",""
"Antigua and Barbuda","2.5","Industries","Plus: Taxes on products","D.21","2016","1000","EC dollar","2008","2018","463740000",""
