"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Fiscal Year","Series","Currency","SNA System","Base Year","Value","Value Footnotes"
"Barbados","2.5","Industries","Agriculture, forestry and fishing","A","2017","100","Barbados dollar","1993","2010","105471000",""
"Barbados","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2017","1000","Barbados dollar","2008","2016","975300198.14833",""
"Barbados","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2017","100","Barbados dollar","1993","2010","743409000",""
"Barbados","2.5","Industries","Mining and quarrying","B","2017","1000","Barbados dollar","2008","2016","82935119.0061943",""
"Barbados","2.5","Industries","Mining and quarrying","B","2017","100","Barbados dollar","1993","2010","40748000",""
"Barbados","2.5","Industries","Manufacturing","C","2017","1000","Barbados dollar","2008","2016","642330223.29084",""
"Barbados","2.5","Industries","Manufacturing","C","2017","100","Barbados dollar","1993","2010","487812000",""
"Barbados","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2017","1000","Barbados dollar","2008","2016","250034855.851296",""
"Barbados","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2017","100","Barbados dollar","1993","2010","214849000","7"
"Barbados","2.5","Industries","Construction","F","2017","1000","Barbados dollar","2008","2016","517684316.378304",""
"Barbados","2.5","Industries","Construction","F","2017","100","Barbados dollar","1993","2010","492903000",""
"Barbados","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2017","1000","Barbados dollar","2008","2016","3099877914.91331",""
"Barbados","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2017","100","Barbados dollar","1993","2010","2573612000",""
"Barbados","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2017","1000","Barbados dollar","2008","2016","1216136784.30579",""
"Barbados","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2017","100","Barbados dollar","1993","2010","761768000",""
"Barbados","2.5","Industries","Transportation and storage","H","2017","1000","Barbados dollar","2008","2016","746967209.654201",""
"Barbados","2.5","Industries","Transportation and storage","H","2017","100","Barbados dollar","1993","2010","496979000",""
"Barbados","2.5","Industries","Accommodation and food service activities","I","2017","1000","Barbados dollar","2008","2016","1136773920.95332",""
"Barbados","2.5","Industries","Accommodation and food service activities","I","2017","100","Barbados dollar","1993","2010","1314865000",""
"Barbados","2.5","Industries","Information and communication","J","2017","1000","Barbados dollar","2008","2016","496631361.489667",""
"Barbados","2.5","Industries","Information and communication","J","2017","100","Barbados dollar","1993","2010","549692000",""
"Barbados","2.5","Industries","Financial and insurance activities","K","2017","1000","Barbados dollar","2008","2016","832188760.552651",""
"Barbados","2.5","Industries","Financial and insurance activities","K","2017","100","Barbados dollar","1993","2010","850941000",""
"Barbados","2.5","Industries","Real estate activities","L","2017","1000","Barbados dollar","2008","2016","1133107664.71718",""
"Barbados","2.5","Industries","Real estate activities","L","2017","100","Barbados dollar","1993","2010","883398000",""
"Barbados","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2017","1000","Barbados dollar","2008","2016","829650011.579617",""
"Barbados","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2017","100","Barbados dollar","1993","2010","794927000",""
"Barbados","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2017","1000","Barbados dollar","2008","2016","1314841096.53754",""
"Barbados","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2017","100","Barbados dollar","1993","2010","855555000","8"
"Barbados","2.5","Industries","Public administration and defence; compulsory social security","O","2017","1000","Barbados dollar","2008","2016","459936150.944346",""
"Barbados","2.5","Industries","Public administration and defence; compulsory social security","O","2017","100","Barbados dollar","1993","2010","481028000",""
"Barbados","2.5","Industries","Education","P","2017","1000","Barbados dollar","2008","2016","450744993.044864",""
"Barbados","2.5","Industries","Education","P","2017","100","Barbados dollar","1993","2010","275386000","9"
"Barbados","2.5","Industries","Human health and social work activities","Q","2017","1000","Barbados dollar","2008","2016","404159952.548325",""
"Barbados","2.5","Industries","Human health and social work activities","Q","2017","100","Barbados dollar","1993","2010","99141000","10"
"Barbados","2.5","Industries","Other service activities","R+S+T","2017","1000","Barbados dollar","2008","2016","307931579.401025",""
"Barbados","2.5","Industries","Other service activities","R+S+T","2017","100","Barbados dollar","1993","2010","345529000","11"
"Barbados","2.5","Industries","Other service activities","S","2017","1000","Barbados dollar","2008","2016","171858473.908334",""
"Barbados","2.5","Industries","Private households with employed persons","T","2017","1000","Barbados dollar","2008","2016","136073105.492691",""
"Barbados","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2017","1000","Barbados dollar","2008","2016","9416918217.31649","6"
"Barbados","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2017","100","Barbados dollar","1993","2010","8104437000","6"
"Barbados","2.5","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2017","1000","Barbados dollar","2008","2016","292277670.191094",""
"Barbados","2.5","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2017","100","Barbados dollar","1993","2010","91000000",""
"Barbados","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2017","1000","Barbados dollar","2008","2016","1258299108.04885",""
"Barbados","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2017","100","Barbados dollar","1993","2010","1206181000",""
"Barbados","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2017","1000","Barbados dollar","2008","2016","10675217325.3653",""
"Barbados","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2017","100","Barbados dollar","1993","2010","9310618000",""
"Barbados","2.5","Industries","Agriculture, forestry and fishing","A","2016","1000","Barbados dollar","2008","2016","197598085.334506",""
"Barbados","2.5","Industries","Agriculture, forestry and fishing","A","2016","100","Barbados dollar","1993","2010","109038000",""
"Barbados","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2016","1000","Barbados dollar","2008","2016","971606839.593903",""
"Barbados","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2016","100","Barbados dollar","1993","2010","736588000",""
"Barbados","2.5","Industries","Mining and quarrying","B","2016","1000","Barbados dollar","2008","2016","77330003.3288922",""
"Barbados","2.5","Industries","Mining and quarrying","B","2016","100","Barbados dollar","1993","2010","32445000",""
"Barbados","2.5","Industries","Manufacturing","C","2016","1000","Barbados dollar","2008","2016","641503658.548719",""
"Barbados","2.5","Industries","Manufacturing","C","2016","100","Barbados dollar","1993","2010","485161000",""
"Barbados","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2016","1000","Barbados dollar","2008","2016","252773177.716292",""
"Barbados","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2016","100","Barbados dollar","1993","2010","218982000","7"
"Barbados","2.5","Industries","Construction","F","2016","1000","Barbados dollar","2008","2016","509325436.682291",""
"Barbados","2.5","Industries","Construction","F","2016","100","Barbados dollar","1993","2010","482806000",""
"Barbados","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2016","1000","Barbados dollar","2008","2016","3068525674.60513",""
"Barbados","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2016","100","Barbados dollar","1993","2010","2541455000",""
"Barbados","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2016","1000","Barbados dollar","2008","2016","1238861968.27112",""
"Barbados","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2016","100","Barbados dollar","1993","2010","790451000",""
"Barbados","2.5","Industries","Transportation and storage","H","2016","1000","Barbados dollar","2008","2016","739958308.442057",""
"Barbados","2.5","Industries","Transportation and storage","H","2016","100","Barbados dollar","1993","2010","494337000",""
"Barbados","2.5","Industries","Accommodation and food service activities","I","2016","1000","Barbados dollar","2008","2016","1089705397.89195",""
"Barbados","2.5","Industries","Accommodation and food service activities","I","2016","100","Barbados dollar","1993","2010","1256667000",""
"Barbados","2.5","Industries","Information and communication","J","2016","1000","Barbados dollar","2008","2016","513300629.143183",""
"Barbados","2.5","Industries","Information and communication","J","2016","100","Barbados dollar","1993","2010","570939000",""
"Barbados","2.5","Industries","Financial and insurance activities","K","2016","1000","Barbados dollar","2008","2016","824180590.522593",""
"Barbados","2.5","Industries","Financial and insurance activities","K","2016","100","Barbados dollar","1993","2010","820598000",""
"Barbados","2.5","Industries","Real estate activities","L","2016","1000","Barbados dollar","2008","2016","1120779094.67575",""
"Barbados","2.5","Industries","Real estate activities","L","2016","100","Barbados dollar","1993","2010","873786000",""
"Barbados","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2016","1000","Barbados dollar","2008","2016","805517319.749722",""
"Barbados","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2016","100","Barbados dollar","1993","2010","813438000",""
"Barbados","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2016","1000","Barbados dollar","2008","2016","1354436441.82159",""
"Barbados","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2016","100","Barbados dollar","1993","2010","854733000","8"
"Barbados","2.5","Industries","Public administration and defence; compulsory social security","O","2016","1000","Barbados dollar","2008","2016","483281338.17",""
"Barbados","2.5","Industries","Public administration and defence; compulsory social security","O","2016","100","Barbados dollar","1993","2010","483281000",""
"Barbados","2.5","Industries","Education","P","2016","1000","Barbados dollar","2008","2016","465642436.64",""
"Barbados","2.5","Industries","Education","P","2016","100","Barbados dollar","1993","2010","273142000","9"
"Barbados","2.5","Industries","Human health and social work activities","Q","2016","1000","Barbados dollar","2008","2016","405512667.011587",""
"Barbados","2.5","Industries","Human health and social work activities","Q","2016","100","Barbados dollar","1993","2010","98310000","10"
"Barbados","2.5","Industries","Other service activities","R+S+T","2016","1000","Barbados dollar","2008","2016","312881186.827977",""
"Barbados","2.5","Industries","Other service activities","R+S+T","2016","100","Barbados dollar","1993","2010","347051000","11"
"Barbados","2.5","Industries","Other service activities","S","2016","1000","Barbados dollar","2008","2016","172837865.924899",""
"Barbados","2.5","Industries","Private households with employed persons","T","2016","1000","Barbados dollar","2008","2016","140043320.903078",""
"Barbados","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2016","1000","Barbados dollar","2008","2016","9384569556.48667","6"
"Barbados","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2016","100","Barbados dollar","1993","2010","8056715000","6"
"Barbados","2.5","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2016","1000","Barbados dollar","2008","2016","293581742.469965",""
"Barbados","2.5","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2016","100","Barbados dollar","1993","2010","93719000",""
"Barbados","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2016","1000","Barbados dollar","2008","2016","1276953400.83",""
"Barbados","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2016","100","Barbados dollar","1993","2010","1211613000",""
"Barbados","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2016","1000","Barbados dollar","2008","2016","10661522957.3167",""
"Barbados","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2016","100","Barbados dollar","1993","2010","9268328000",""
"Barbados","2.5","Industries","Agriculture, forestry and fishing","A","2015","1000","Barbados dollar","2008","2016","194594833.982271",""
"Barbados","2.5","Industries","Agriculture, forestry and fishing","A","2015","100","Barbados dollar","1993","2010","110164000",""
"Barbados","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2015","1000","Barbados dollar","2008","2016","975254013.400279",""
"Barbados","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2015","100","Barbados dollar","1993","2010","746151000",""
"Barbados","2.5","Industries","Mining and quarrying","B","2015","1000","Barbados dollar","2008","2016","84924250.0559256",""
"Barbados","2.5","Industries","Mining and quarrying","B","2015","100","Barbados dollar","1993","2010","37392000",""
"Barbados","2.5","Industries","Manufacturing","C","2015","1000","Barbados dollar","2008","2016","639532071.061653",""
"Barbados","2.5","Industries","Manufacturing","C","2015","100","Barbados dollar","1993","2010","491349000",""
"Barbados","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2015","1000","Barbados dollar","2008","2016","250797692.2827",""
"Barbados","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2015","100","Barbados dollar","1993","2010","217410000","7"
"Barbados","2.5","Industries","Construction","F","2015","1000","Barbados dollar","2008","2016","518808696.904558",""
"Barbados","2.5","Industries","Construction","F","2015","100","Barbados dollar","1993","2010","495683000",""
"Barbados","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2015","1000","Barbados dollar","2008","2016","2879358765.09275",""
"Barbados","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2015","100","Barbados dollar","1993","2010","2375189000",""
"Barbados","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2015","1000","Barbados dollar","2008","2016","1222216730.36166",""
"Barbados","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2015","100","Barbados dollar","1993","2010","795527000",""
"Barbados","2.5","Industries","Transportation and storage","H","2015","1000","Barbados dollar","2008","2016","676222815.668345",""
"Barbados","2.5","Industries","Transportation and storage","H","2015","100","Barbados dollar","1993","2010","434878000",""
"Barbados","2.5","Industries","Accommodation and food service activities","I","2015","1000","Barbados dollar","2008","2016","980919219.062741",""
"Barbados","2.5","Industries","Accommodation and food service activities","I","2015","100","Barbados dollar","1993","2010","1144784000",""
"Barbados","2.5","Industries","Information and communication","J","2015","1000","Barbados dollar","2008","2016","524333339.638227",""
"Barbados","2.5","Industries","Information and communication","J","2015","100","Barbados dollar","1993","2010","537753000",""
"Barbados","2.5","Industries","Financial and insurance activities","K","2015","1000","Barbados dollar","2008","2016","840226221.848944",""
"Barbados","2.5","Industries","Financial and insurance activities","K","2015","100","Barbados dollar","1993","2010","799117000",""
"Barbados","2.5","Industries","Real estate activities","L","2015","1000","Barbados dollar","2008","2016","1108584663.37858",""
"Barbados","2.5","Industries","Real estate activities","L","2015","100","Barbados dollar","1993","2010","864279000",""
"Barbados","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2015","1000","Barbados dollar","2008","2016","784659875.687423",""
"Barbados","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2015","100","Barbados dollar","1993","2010","805616000",""
"Barbados","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2015","1000","Barbados dollar","2008","2016","1391125375.03099",""
"Barbados","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2015","100","Barbados dollar","1993","2010","864671000","8"
"Barbados","2.5","Industries","Public administration and defence; compulsory social security","O","2015","1000","Barbados dollar","2008","2016","466097000.618669",""
"Barbados","2.5","Industries","Public administration and defence; compulsory social security","O","2015","100","Barbados dollar","1993","2010","487960000",""
"Barbados","2.5","Industries","Education","P","2015","1000","Barbados dollar","2008","2016","483099968.926931",""
"Barbados","2.5","Industries","Education","P","2015","100","Barbados dollar","1993","2010","276868000","9"
"Barbados","2.5","Industries","Human health and social work activities","Q","2015","1000","Barbados dollar","2008","2016","441928405.485393",""
"Barbados","2.5","Industries","Human health and social work activities","Q","2015","100","Barbados dollar","1993","2010","99843000","10"
"Barbados","2.5","Industries","Other service activities","R+S+T","2015","1000","Barbados dollar","2008","2016","314038611.108544",""
"Barbados","2.5","Industries","Other service activities","R+S+T","2015","100","Barbados dollar","1993","2010","355854000","11"
"Barbados","2.5","Industries","Other service activities","S","2015","1000","Barbados dollar","2008","2016","173384182.797094",""
"Barbados","2.5","Industries","Private households with employed persons","T","2015","1000","Barbados dollar","2008","2016","140654428.31145",""
"Barbados","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2015","1000","Barbados dollar","2008","2016","9216734843.52062","6"
"Barbados","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2015","100","Barbados dollar","1993","2010","7848085000","6"
"Barbados","2.5","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2015","1000","Barbados dollar","2008","2016","314249552.551956",""
"Barbados","2.5","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2015","100","Barbados dollar","1993","2010","106392000",""
"Barbados","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2015","1000","Barbados dollar","2008","2016","1257104236.55938",""
"Barbados","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2015","100","Barbados dollar","1993","2010","1191274000",""
"Barbados","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2015","1000","Barbados dollar","2008","2016","10473839080.08",""
"Barbados","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2015","100","Barbados dollar","1993","2010","9039359000",""
"Barbados","2.5","Industries","Agriculture, forestry and fishing","A","2014","1000","Barbados dollar","2008","2016","212794647.314788",""
"Barbados","2.5","Industries","Agriculture, forestry and fishing","A","2014","100","Barbados dollar","1993","2010","109719000",""
"Barbados","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2014","1000","Barbados dollar","2008","2016","921867502.848529",""
"Barbados","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2014","100","Barbados dollar","1993","2010","719014000",""
"Barbados","2.5","Industries","Mining and quarrying","B","2014","1000","Barbados dollar","2008","2016","76385622.8112295",""
"Barbados","2.5","Industries","Mining and quarrying","B","2014","100","Barbados dollar","1993","2010","28788000",""
"Barbados","2.5","Industries","Manufacturing","C","2014","1000","Barbados dollar","2008","2016","604829842.326772",""
"Barbados","2.5","Industries","Manufacturing","C","2014","100","Barbados dollar","1993","2010","468884000",""
"Barbados","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2014","1000","Barbados dollar","2008","2016","240652037.710527",""
"Barbados","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2014","100","Barbados dollar","1993","2010","221342000","7"
"Barbados","2.5","Industries","Construction","F","2014","1000","Barbados dollar","2008","2016","521674089.079028",""
"Barbados","2.5","Industries","Construction","F","2014","100","Barbados dollar","1993","2010","501681000",""
"Barbados","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2014","1000","Barbados dollar","2008","2016","2835734465.34927",""
"Barbados","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2014","100","Barbados dollar","1993","2010","2247535000",""
"Barbados","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2014","1000","Barbados dollar","2008","2016","1247545906.6007",""
"Barbados","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2014","100","Barbados dollar","1993","2010","767702000",""
"Barbados","2.5","Industries","Transportation and storage","H","2014","1000","Barbados dollar","2008","2016","648375218.316127",""
"Barbados","2.5","Industries","Transportation and storage","H","2014","100","Barbados dollar","1993","2010","418055000",""
"Barbados","2.5","Industries","Accommodation and food service activities","I","2014","1000","Barbados dollar","2008","2016","939813340.432446",""
"Barbados","2.5","Industries","Accommodation and food service activities","I","2014","100","Barbados dollar","1993","2010","1061778000",""
"Barbados","2.5","Industries","Information and communication","J","2014","1000","Barbados dollar","2008","2016","560652923.985377",""
"Barbados","2.5","Industries","Information and communication","J","2014","100","Barbados dollar","1993","2010","548977000",""
"Barbados","2.5","Industries","Financial and insurance activities","K","2014","1000","Barbados dollar","2008","2016","818192575.985441",""
"Barbados","2.5","Industries","Financial and insurance activities","K","2014","100","Barbados dollar","1993","2010","772460000",""
"Barbados","2.5","Industries","Real estate activities","L","2014","1000","Barbados dollar","2008","2016","1096522911.35369",""
"Barbados","2.5","Industries","Real estate activities","L","2014","100","Barbados dollar","1993","2010","854875000",""
"Barbados","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2014","1000","Barbados dollar","2008","2016","880709601.258358",""
"Barbados","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2014","100","Barbados dollar","1993","2010","756925000",""
"Barbados","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2014","1000","Barbados dollar","2008","2016","1468476369.01677",""
"Barbados","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2014","100","Barbados dollar","1993","2010","893927000","8"
"Barbados","2.5","Industries","Public administration and defence; compulsory social security","O","2014","1000","Barbados dollar","2008","2016","484490900.067657",""
"Barbados","2.5","Industries","Public administration and defence; compulsory social security","O","2014","100","Barbados dollar","1993","2010","509015000",""
"Barbados","2.5","Industries","Education","P","2014","1000","Barbados dollar","2008","2016","491372742.894563",""
"Barbados","2.5","Industries","Education","P","2014","100","Barbados dollar","1993","2010","281216000","9"
"Barbados","2.5","Industries","Human health and social work activities","Q","2014","1000","Barbados dollar","2008","2016","492612726.054551",""
"Barbados","2.5","Industries","Human health and social work activities","Q","2014","100","Barbados dollar","1993","2010","103696000","10"
"Barbados","2.5","Industries","Other service activities","R+S+T","2014","1000","Barbados dollar","2008","2016","314045579.435006",""
"Barbados","2.5","Industries","Other service activities","R+S+T","2014","100","Barbados dollar","1993","2010","363251000","11"
"Barbados","2.5","Industries","Other service activities","S","2014","1000","Barbados dollar","2008","2016","173103367.647166",""
"Barbados","2.5","Industries","Private households with employed persons","T","2014","1000","Barbados dollar","2008","2016","140942211.78784",""
"Barbados","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2014","1000","Barbados dollar","2008","2016","9320529990.49653","6"
"Barbados","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2014","100","Barbados dollar","1993","2010","7659436000","6"
"Barbados","2.5","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2014","1000","Barbados dollar","2008","2016","310140675.129729",""
"Barbados","2.5","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2014","100","Barbados dollar","1993","2010","108927000",""
"Barbados","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2014","1000","Barbados dollar","2008","2016","1242684356.00747",""
"Barbados","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2014","100","Barbados dollar","1993","2010","1161807000",""
"Barbados","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2014","1000","Barbados dollar","2008","2016","10563214346.504",""
"Barbados","2.5","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2014","100","Barbados dollar","1993","2010","8821243000",""
"Barbados","2.5","Industries","Agriculture, forestry and fishing","A","2013","1000","Barbados dollar","2008","2016","218420029.969418",""
"Barbados","2.5","Industries","Agriculture, forestry and fishing","A","2013","100","Barbados dollar","1993","2010","112567000",""
"Barbados","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2013","1000","Barbados dollar","2008","2016","927403499.359463",""
"Barbados","2.5","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2013","100","Barbados dollar","1993","2010","731828000",""
"Barbados","2.5","Industries","Mining and quarrying","B","2013","1000","Barbados dollar","2008","2016","54902166.3955712",""
"Barbados","2.5","Industries","Mining and quarrying","B","2013","100","Barbados dollar","1993","2010","20702000",""
"Barbados","2.5","Industries","Manufacturing","C","2013","1000","Barbados dollar","2008","2016","632175529.375882",""
"Barbados","2.5","Industries","Manufacturing","C","2013","100","Barbados dollar","1993","2010","490119000",""
"Barbados","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2013","1000","Barbados dollar","2008","2016","240325803.58801",""
"Barbados","2.5","Industries","Electricity, gas, steam and air conditioning supply","D","2013","100","Barbados dollar","1993","2010","221007000","7"
"Barbados","2.5","Industries","Construction","F","2013","1000","Barbados dollar","2008","2016","515777046.603097",""
"Barbados","2.5","Industries","Construction","F","2013","100","Barbados dollar","1993","2010","494976000",""
"Barbados","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2013","1000","Barbados dollar","2008","2016","2818287232.86768",""
"Barbados","2.5","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2013","100","Barbados dollar","1993","2010","2226538000",""
"Barbados","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2013","1000","Barbados dollar","2008","2016","1291422081.51045",""
"Barbados","2.5","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2013","100","Barbados dollar","1993","2010","794662000",""
"Barbados","2.5","Industries","Transportation and storage","H","2013","1000","Barbados dollar","2008","2016","604488543.64895",""
"Barbados","2.5","Industries","Transportation and storage","H","2013","100","Barbados dollar","1993","2010","389770000",""
"Barbados","2.5","Industries","Accommodation and food service activities","I","2013","1000","Barbados dollar","2008","2016","922376607.708281",""
"Barbados","2.5","Industries","Accommodation and food service activities","I","2013","100","Barbados dollar","1993","2010","1042106000",""
"Barbados","2.5","Industries","Information and communication","J","2013","1000","Barbados dollar","2008","2016","556159530.78768",""
"Barbados","2.5","Industries","Information and communication","J","2013","100","Barbados dollar","1993","2010","544563000",""
"Barbados","2.5","Industries","Financial and insurance activities","K","2013","1000","Barbados dollar","2008","2016","817345256.8129",""
"Barbados","2.5","Industries","Financial and insurance activities","K","2013","100","Barbados dollar","1993","2010","771713000",""
"Barbados","2.5","Industries","Real estate activities","L","2013","1000","Barbados dollar","2008","2016","1084594424.8926",""
"Barbados","2.5","Industries","Real estate activities","L","2013","100","Barbados dollar","1993","2010","845574000",""
"Barbados","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2013","1000","Barbados dollar","2008","2016","849874874.830367",""
"Barbados","2.5","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2013","100","Barbados dollar","1993","2010","730366000",""
"Barbados","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2013","1000","Barbados dollar","2008","2016","1553035449.62344",""
"Barbados","2.5","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2013","100","Barbados dollar","1993","2010","959299000","8"
"Barbados","2.5","Industries","Public administration and defence; compulsory social security","O","2013","1000","Barbados dollar","2008","2016","536937753.886376",""
"Barbados","2.5","Industries","Public administration and defence; compulsory social security","O","2013","100","Barbados dollar","1993","2010","564131000",""
"Barbados","2.5","Industries","Education","P","2013","1000","Barbados dollar","2008","2016","501158259.822762",""
"Barbados","2.5","Industries","Education","P","2013","100","Barbados dollar","1993","2010","286764000","9"
"Barbados","2.5","Industries","Human health and social work activities","Q","2013","1000","Barbados dollar","2008","2016","514939435.914304",""
"Barbados","2.5","Industries","Human health and social work activities","Q","2013","100","Barbados dollar","1993","2010","108404000","10"
"Barbados","2.5","Industries","Other service activities","R+S+T","2013","1000","Barbados dollar","2008","2016","318799916.585825",""
"Barbados","2.5","Industries","Other service activities","R+S+T","2013","100","Barbados dollar","1993","2010","368823000","11"
"Barbados","2.5","Industries","Other service activities","S","2013","1000","Barbados dollar","2008","2016","173449403.008495",""
"Barbados","2.5","Industries","Private households with employed persons","T","2013","1000","Barbados dollar","2008","2016","145350513.57733",""
"Barbados","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2013","1000","Barbados dollar","2008","2016","9299104011.71346","6"
"Barbados","2.5","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2013","100","Barbados dollar","1993","2010","7655278000","6"
"Barbados","2.5","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2013","1000","Barbados dollar","2008","2016","360593250.619013",""
"Barbados","2.5","Industries","Less: Financial intermediation services indirectly measured (FISIM)","P.119","2013","100","Barbados dollar","1993","2010","130971000",""
"Barbados","2.5","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2013","1000","Barbados dollar","2008","2016","1255412832.36871",""
